,id,argument,tsne_30_x,tsne_30_y,argument_id,name,cluster_id,kp
1390,1391,"The applicant in this respect considers that the
Constitutional Court's jurisdiction has been limited subsequ
entry into force of Article 144 para. 2 of the Federal Constitution,",16.759115,-34.77933,1391,33.txt,2,The Gambia Government has submitted that the Constitutional Court has no jurisdiction to hear a case brought by the Gambian National Union for the Defence of the Rights of the Child against the Gambian Government over the reservation of land for the Gambian National Union for the Defence of the Rights of the Child.
1384,1385,"They add, in this respect, that although the offence under Section 5
of the Road Traffic Act was not, as such, in force at the date of the
reservation, the law then in force did impose an obligation on road
users to drive with reasonable consideration for other road users.
",1.5270787,-18.375246,1385,33.txt,3,"In a statement, the government says that the offence of causing death under the influence of drink contained in Article 81 para. 2 of the Criminal Code is different in character from the provision of Section 5 para."
1391,1392,"as it is not intended to have legally binding effects on the
interpretation.",3.2822344,-16.617023,1392,33.txt,3,"In a statement, the government says that the offence of causing death under the influence of drink contained in Article 81 para. 2 of the Criminal Code is different in character from the provision of Section 5 para."
1396,1397,"The Government underline that
the offence of causing death under the influence of drink contained in
Article 81 para. 2 of the Criminal Code is different in character from
the provision of Section 5 para. 1 of the Road Traffic Act",5.0819473,-21.051556,1397,33.txt,3,"In a statement, the government says that the offence of causing death under the influence of drink contained in Article 81 para. 2 of the Criminal Code is different in character from the provision of Section 5 para."
1398,1399,"He
points out that both criminal and administrative authorities apply a
level of 0.8 per mille as constituting a state of inebriation.
",-32.390366,-23.704014,1399,33.txt,3,"In a statement, the government says that the offence of causing death under the influence of drink contained in Article 81 para. 2 of the Criminal Code is different in character from the provision of Section 5 para."
1394,1395,"Finally, they consider that Article 4 of Protocol No. 7
(P7-4) has in any event been complied with as it applies only where the
facts and legal provisions are to be regarded as a unit.",8.840979,10.161586,1395,33.txt,4,"The Court of Appeal has held that the principle of ""ne bis in idem"" applies to criminal proceedings brought under the European Convention on Human Rights."
1395,1396,"Thus, they
conclude that Article 4 of Protocol No. 7 (P7-4) proscribes proceedings
being brought against a person twice under the same provision, but that
if by a single act an offender contravenes several provisions, he may
nevertheless be convicted under these. ",8.47644,11.530772,1396,33.txt,4,"The Court of Appeal has held that the principle of ""ne bis in idem"" applies to criminal proceedings brought under the European Convention on Human Rights."
1397,1398,"The applicant underlines that for
the individual concerned the principle ""ne bis in idem"" must apply to
every punishable act, and not merely to the provision of law.",4.861129,15.294405,1398,33.txt,4,"The Court of Appeal has held that the principle of ""ne bis in idem"" applies to criminal proceedings brought under the European Convention on Human Rights."
1401,1402,"The mere
fact that, by virtue of general words a complaint is not excluded from
an application, is not sufficient to regard that complaint as having
been made. ",-12.039166,-26.530033,1402,33.txt,4,"The Court of Appeal has held that the principle of ""ne bis in idem"" applies to criminal proceedings brought under the European Convention on Human Rights."
1254,1255,"(cf. e.g., Eur. Court H.R., Unterpertinger
judgment of 24 November 1986, Series A no. 110, p. 14, para. 29).",91.12178,-1.2107627,1255,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1255,1256,"(Eur. Court H.R., Klaas judgment of 22 September 1993,
Series A no. 269-A, pp. 17-18, paras. 29-30).",96.622925,-1.0524113,1256,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1256,1257,"(e.g., Eur. Court H.R., Cardot
judgment of 19 March 1991, Series A no. 200, p. 18, para. 34).",90.68275,-4.191755,1257,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1265,1266,"There is thus no indication
that there was in this respect a lack of ""equality of arms"" between the
first applicant and the prosecution.",-11.431336,-14.49941,1266,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1266,1267," In conclusion, there is no indication that the first
applicant was denied a fair trial in this respect.",-12.010885,-14.323398,1267,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1272,1273,"The present application, however, was lodged on 16 November 1992,
that is more than six months later.",54.762016,-47.36297,1273,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1273,1274,"Furthermore, an examination of the
case does not disclose the existence of any special circumstances which
might have interrupted or suspended the running of that period.",74.73444,52.198994,1274,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1278,1279,"However,
the existence of ""family life"" will depend on a number of factors and
on the particular circumstances of each case (cf., e.g., No. 12763/87,
Dec. 14.7.88, D.R. 57 p. 216).",81.297676,1.6992582,1279,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1280,1281,"(e.g., Eur. Court H.R., Hokkanen judgment of
23 September 1994, Series A no. 299-A, para. 54).",93.75189,-2.2584262,1281,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1285,1286,"(cf.
Eur. Court H.R., Olsson judgment of 24 March 1988, Series A no. 130,
pp. 31-32, para. 67).",93.52744,-4.2082605,1286,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1288,1289,"It cannot confine itself to considering
the relevant decisions in isolation but must look at them in the light
of the case as a whole.",18.985537,-15.299823,1289,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1297,1298,"If the
object of a complaint is not a decision, but an ongoing situation, the
six months' period starts at the time when the situation ceases to
exist (see, e.g., No. 11123/84, Dec. 9.12.87, D.R. 54 p. 52).",80.348595,0.079169765,1298,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1299,1300,"Furthermore, an examination of the
case does not disclose the existence of any special circumstances which
might have interrupted or suspended the running of that period.",74.73444,52.198994,1300,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1306,1307,"(e.g., Eur.
Court H.R., Vernillo judgment of 20 February 1991, Series A no. 198,
p. 12, para. 30).",89.51535,-4.3682404,1307,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1307,1308,"It reiterates that the
reasonableness of the length of proceedings must be assessed in the
light of the circumstances of each case and having regard to the
following criteria: the complexity of the case, the conduct of the
parties and that of the authorities dealing with the case",11.541391,46.8391,1308,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1311,1312,"They did not, however, avail themselves of this
opportunity.",-1.0892823,-13.097988,1312,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1325,1326,"(cf., e.g., Eur. Court H.R.,
Kruslin judgment of 24 April 1990, Series A no. 176-A, pp. 21-22, para.",90.618904,-2.254573,1326,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1335,1336,"The Commission
recalls that where doubts exist as to the effectiveness of a remedy
that remedy must be tried (e.g., No. 10148/82, Dec. 14.3.85, D.R. 42
p. 98).",78.07516,0.19300832,1336,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1339,1340,"The application,
however, was lodged with the Commission on 16 November 1992.",58.2705,-47.71132,1340,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1340,1341,"Furthermore, an examination of the case does not disclose the existence
of any special circumstances which might have interrupted or suspended
the running of the six month period provided for in Article 26
(Art. 26) of the Convention.",74.56943,49.76821,1341,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1344,1345,"(cf.,
e.g., Eur. Court H.R., Stanford judgment of 23 February 1994, Series
A no. 280-A, para. 24).",92.157295,-2.3790214,1345,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1346,1347,"As a general rule, however, it is for the
domestic courts to assess the evidence before them, in particular since
they have the benefit of hearing witnesses and assessing their
credibility",4.491942,40.42804,1347,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1349,1350,"(cf., e.g., Eur. Court H.R., W v. the United Kingdom
judgment of 8 July 1987, Series A no. 121-A, p. 32-33, para. 73).",92.80266,-0.5858397,1350,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1357,1358,"(e.g., Eur. Court H.R., Cruz Varas and Others judgment of
20 March 1991, Series A no. 201, pp. 35-36, para. 99).",92.08815,-5.1610713,1358,34.txt,-1,The Court of Justice of the European Union (CJEU) upholds the decision of the European Court of Human Rights (ECHR) which ruled that the European Union (EU) had failed to fulfil its obligations under the Convention on the Rights of the Child.
1253,1254,"The Commission first recalls that the guarantees in paras. 2 and
3 (Art. 6-2, 6-3)are specific aspects of the right to a fair trial set
forth in para. 1 (Art. 6-1)",53.38388,27.575748,1254,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1257,1258,"A complaint to the Commission must
therefore have been made at least in substance in the proceedings
before the competent domestic organs",66.08437,-12.297246,1258,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1259,1260,"He has
not therefore exhausted the remedies available to him under Swedish law
in respect of these complaints.",51.32385,-34.784355,1260,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1260,1261,"Moreover, the Commission finds no
special circumstance which might have absolved this applicant,
according to the generally recognised rules of international law, from
exhausting the domestic remedies at his disposal.",45.409138,-34.61646,1261,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1262,1263,"Accordingly, the Commission will have regard to them when examining the
facts under Article 6 para. 1 (Art. 6-1).",54.987957,18.942387,1263,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1264,1265,"It follows that these
complaints must be rejected for non-exhaustion of domestic remedies
under Article 27 para. 3 (Art. 27-3) of the Convention.",61.475666,32.689896,1265,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1268,1269,"The Commission finds no appearance
of such a violation.",55.057106,44.62406,1269,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1270,1271,"The Commission recalls that under Article 26 (Art. 26) of the
Convention it may only deal with a complaint within a period of six
months from the date on which the final decision was taken.",71.38903,39.29719,1271,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1275,1276,"Examining the complaint under Article 6 para. 2 (Art. 6-2) of the
Convention, the Commission finds no appearance of a violation of these
applicants' rights.",51.335506,21.389793,1276,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1276,1277,"The Commission finds this complaint
unsubstantiated.",59.587185,-20.273554,1277,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1277,1278,"The Commission recalls that ""family life"" within the meaning of
Article 8 (Art. 8) may include at least the ties between near relatives
such as grandparents and grandchildren (e.g., Eur. Court H.R., Marckx
judgment of 13 June 1979, Series A no. 31, p. 21, para. 45).",82.05504,4.966916,1278,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1283,1284,"The
interference furthermore had the legitimate aims of protecting the
second applicant's ""health or morals"" as well as his ""rights and
freedoms"" in general.",-24.631844,32.023243,1284,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1284,1285,"Accordingly, the Commission concludes that the interference with
the applicants' rights under Article 8 para. 1 (Art. 8-1) can
reasonably be regarded as ""necessary in a democratic society"" within
the meaning of para. 2 (Art. 8-2) of that provision in the interests
of the second applicant.",41.919914,19.791786,1285,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1286,1287,"Regard must also be
had to the margin of appreciation left to the Contracting States",-3.372337,42.808098,1287,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1287,1288,"The Commission's review is not limited to
ascertaining whether the State has exercised its discretion reasonably,
carefully and in good faith.",-4.1577954,36.060623,1288,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1289,1290,"It must determine whether the reasons adduced
to justify the interference at issue are ""relevant and sufficient""
(cf. the above-mentioned Olsson judgment, p. 32, para. 68).",50.51391,37.70618,1290,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1295,1296,"Accordingly, the Commission concludes that the interference with
the applicants' rights under Article 8 para. 1 (Art. 8-1) can
reasonably be regarded as ""necessary in a democratic society"" within
the meaning of para. 2 (Art. 8-2) of that provision in the interests
of the second applicant.",42.62732,20.201057,1296,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1296,1297,"The Commission recalls that under Article 26 (Art. 26) of the
Convention it may only deal with the matter within a period of six
months from the date on which the final decision was taken.",71.684975,39.903366,1297,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1300,1301," The Commission cannot find that the second applicant's placement
in the ""family home"" and the related access restrictions amount to a
deprivation of his liberty within the meaning of Article 5 (Art. 5) of
the Convention.",41.594585,16.792685,1301,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1308,1309,"In the light of the
above criteria and having regard to the particular circumstances of the
case the Commission cannot find that this length exceeded a ""reasonable
time"".",38.531254,24.200722,1309,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1309,1310,"Accordingly, there is no appearance of a violation of Article 6
para. 1 (Art. 6-1).",54.586006,24.369917,1310,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1312,1313,"No further issue arises under Article 13 (Art. 13) of the
Convention.
",63.946617,22.596687,1313,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1315,1316,"In these circumstances the first applicant had access to a court and
there is no appearance of a violation of Article 6 (Art. 6) of the
Convention.",50.3321,19.532665,1316,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1316,1317,No separate issue arises under Article 13 (Art. 13).,63.457916,22.354023,1317,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1318,1319,"The applicants
have not therefore exhausted the remedies available to them under
Swedish law.",50.884132,-34.523766,1319,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1319,1320,"Moreover, an examination of this complaint does not
disclose the existence of any special circumstance which might have
absolved the applicants, according to the generally recognised rules
of international law, from exhausting the domestic remedies at their
disposal.",42.980225,-34.710907,1320,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1321,1322,"In examining whether this interference is justified under para. 2
of Article 8 (Art. 8-2)) the Commission first recalls that the
requirement that the interference be ""in accordance with the law""
relates to the quality of the law in question and implies, inter alia,
that the law should be accessible to the person concerned, who must
moreover be able to foresee its consequences for him.",26.630016,39.05151,1322,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1322,1323,"In a sphere
covered by written law, the ""law"" is the enactment in force as the
competent courts have interpreted it",11.6006775,25.098333,1323,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1329,1330,"Accordingly, the Commission concludes that the interference with
the third and the fourth applicant's rights under Article 8 para. 1
(Art. 8-1) can reasonably be regarded as ""necessary in a democratic
society"" within the meaning of para. 2 (Art. 8-2)of that provision in
the interests of the second applicant.",42.79684,19.115097,1330,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1330,1331,"Thus, they cannot, on arguable grounds, claim
to have a ""right"" under domestic law.",27.830067,27.242643,1331,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1331,1332,"Article 6 (Art. 6) does not
therefore apply in their case.",51.704777,16.731733,1332,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1332,1333,"Recalling its reasoning with regard to complaint no. 13 above,
the Commission considers that domestic remedies have not been
exhausted.",61.106495,29.417215,1333,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1333,1334,"The Commission considers that this complaint could be raised in
civil proceedings instituted by the first applicant for the purpose of
claiming the restoration of the money withdrawn (cf. No. 14451/88, Dec.
2.7.93, not published).",15.2046,-40.105976,1334,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1336,1337," In the above circumstances the Commission finds that it has not
been shown that domestic remedies have been exhausted.",55.95878,-30.906862,1337,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1337,1338,"Moreover, an
examination of the complaint does not disclose the existence of any
special circumstance which might have absolved the applicants,
according to the generally recognised rules of international law, from
exhausting the domestic remedy at their disposal.",43.6213,-35.80584,1338,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1341,1342," The Commission, examining this complaint in the light of the
above-cited Article 8 (Art. 8) of the Convention, cannot find any
evidence that the first applicant has requested access to the notes
concerned.",44.555687,14.531182,1342,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1342,1343,"It has therefore not been shown that domestic remedies have
been exhausted.",55.15392,-30.624668,1343,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1343,1344,"Moreover, an examination of the complaint does not
disclose the existence of any special circumstance which might have
absolved the applicants, according to the generally recognised rules
of international law, from exhausting the domestic remedy at their
disposal.",43.6213,-35.80584,1344,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1345,1346,"The Commission's task is to
ascertain whether the proceedings in their entirety were fair",-5.489023,37.215157,1346,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1347,1348,"The Commission is
normally not competent to deal with a complaint alleging that errors
of law and fact have been committed by domestic courts, except where
it considers that such errors might have involved a possible violation
of any of the rights and freedoms set out in the Convention or one of
its Protocols, for instance in that a judgment has no legal
justification and thereby violates a party's right to receive a fair
trial (cf. No. 7987/77, Dec. 13.12.79, D.R. 18 pp. 31, 45).",16.782993,32.904587,1348,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1348,1349,"The Commission also recalls that under Article 26 (Art. 26) of
the Convention it may only deal with a complaint after all domestic
remedies have been exhausted, according to the generally recognised
rules under international law.",75.4301,36.757984,1349,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1350,1351,"In so far as the complaint has been lodged by the third and the
fourth applicant, the Commission recalls that in order for Article 6
para. 1 (Art. 6-1) to apply to the proceedings in question it must
first be ascertained whether there was a dispute over a ""right"" which
can be said, at least on arguable grounds, to be recognised under
domestic law",29.317318,28.071447,1351,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1352,1353,"Such an obligation
confers upon the applicant a right of a procedural nature
distinguishable from the substantive rights set out under Section I of
the Convention or under its Protocols.",7.071268,64.08059,1353,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1353,1354,"It flows from the very essence
of this right that it must be open to individuals to complain of
alleged infringements of it in the proceedings before the Commission.",50.513256,-7.7607765,1354,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1354,1355,"In this respect the Convention must be interpreted as guaranteeing
rights which are practical and effective as opposed to theoretical and
illusory",23.10683,42.46388,1355,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1355,1356,"Recalling its reasoning with regard to complaint no. 13 above,
the Commission considers that domestic remedies have not been
exhausted. It follows that this complaint must also be rejected under
Article 27 para. 3 (Art. 27-3) of the Convention.",61.508804,31.029663,1356,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1356,1357," The Commission recalls that Article 25 para. 1 (Art. 25-1) of the
Convention imposes an obligation on the Contracting States not to
interfere with the right of the individual effectively to present and
pursue his application before the Commission.",63.08548,16.6553,1357,34.txt,0,The European Court of Justice (ECJ) has issued the following ruling in a case brought by a Swedish man against the European Court of Human Rights (ECHR).
1258,1259,"In the present case that the Commission finds that the first
applicant has not shown that complaints 1(a) to (g), (i) to (n) and (p)
were raised at least in substance before the domestic courts.",-8.256385,-49.573605,1259,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1261,1262," Limiting its examination of the fairness of the proceedings to
the first applicant's complaints 1 (h) and (o), the Commission observes
that he availed himself of his right to challenge Ms. Ekberg's report
by making a request to hear another expert.",-7.4999037,-48.71751,1262,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1263,1264,"It follows
that it cannot examine whether or not the first applicant was guilty
or innocent.",-22.415783,-42.280033,1264,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1267,1268,"in that, as a result, the second
applicant was kept in public care.",-20.518473,-64.23628,1268,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1269,1270,"The first and the second applicant complain that the first
applicant was prohibited from taking the second applicant home on his
release from his pre-trial detention,",-22.330936,-67.778145,1270,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1271,1272,"It observes
that the prohibition complained of was issued on 28 January 1991 and
became obsolete at the latest on 20 June 1991, when the County
Administrative Court ordered the second applicant's placement in public
care.",7.7112994,-42.84368,1272,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1274,1275,"The Commission observes that the refusal at issue dates back to
28 January 1991.",7.078788,-50.90154,1275,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1279,1280,"The second applicant is the child of the first applicant in his
marriage to S. The first and the second applicant therefore constitute
a ""family"" ipso jure",-19.73025,-69.78358,1280,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1281,1282,"Moreover, up to his
placement in public care the third and the fourth applicant were
significantly involved in the everyday upbringing of the second
applicant.",-19.794,-62.95637,1282,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1282,1283,"The Commission recalls that the placement order was based on the
1990 Act and was, accordingly, made in accordance with the law.",-37.357433,19.090832,1283,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1290,1291,"In the
present case the Commission notes, in particular, the expert evidence
submitted by the second applicant's present therapist, recommending
that the therapy should continue.",-16.552778,-60.100636,1291,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1291,1292,"However, before the County
Administrative Court the other applicants gave reason to believe that
they would discontinue this therapy if the second applicant's public
care were to be revoked.",-17.39635,-63.883057,1292,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
1292,1293,"The Court took this into account when
maintaining public care.",-8.341561,-5.814942,1293,34.txt,1,The European Court of Justice (ECJ) has ruled in favour of the European Commission in a case brought by a Swedish family against the Swedish authorities over the right of the third and fourth applicants to attend the same school as the first applicant.
