kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
"the ""protection of the reputation or rights of others"".","It pursued the legitimate aims, relied on by the Government, of protecting the economic well-being of the country and the rights and freedoms of others, within the meaning of Article 8 para.",0.9996656179,1123,0,3,0,190,33,0.4647651017
"the ""protection of the reputation or rights of others"".",Everyone has the right to respect for his private and.,0.9996591806,168,2,12,73,127,10,0.6171456575
"the ""protection of the reputation or rights of others"".","They did not make a legal determination as to criminal or civil liability concerning the Fayed brothers, and in particular concerning the latter's civil right to honour and reputation.",0.9996584654,382,0,1,0,184,29,0.4693769217
"the ""protection of the reputation or rights of others"".","the respondent Government did not dispute the existence and ""civil"" character of the right under English law to a good reputation.",0.9996579885,371,0,1,0,130,21,0.4147724211
"the ""protection of the reputation or rights of others"".",rights of others and for preventing the disclosure of information.,0.9996478558,1186,1,3,36,102,10,0.4797997177
"the ""protection of the reputation or rights of others"".","As to enforcement of the right to a good reputation under domestic law, the limits of acceptable criticism are wider with regard to businessmen",0.9996446371,418,0,1,0,143,24,0.534715116
"the ""protection of the reputation or rights of others"".","protection of health or morals, or for the protection of the.",0.9996410608,168,10,12,514,575,11,0.3274113238
"the ""protection of the reputation or rights of others"".",The Danish courts fully recognised that protection of persons whose human dignity is attacked has to be balanced against the right to freedom of expression.,0.9996261597,732,0,2,0,156,25,0.5320292115
"the ""protection of the reputation or rights of others"".",for the purpose of protecting the.,0.9995779395,1186,0,3,0,34,6,0.3612543643
"the ""protection of the reputation or rights of others"".","have been successfully defended on the ground of privilege, this merely.",0.9995513558,1085,2,9,97,169,11,0.4749918282
"the ""protection of the reputation or rights of others"".",a defence of absolute or qualified privilege.,0.9995511174,1142,2,3,131,176,7,0.4654778838
"the ""protection of the reputation or rights of others"".","The report referred to unwarranted aspects of the applicants' private lives and labelled them as dishonest, which had adverse effects on their reputation.",0.9995453954,1106,1,2,208,362,23,0.713880837
"the ""protection of the reputation or rights of others"".","In short, it cannot be said that the Inspectors' inquiry ""determined"" the applicants' civil right to a good reputation, for the purposes of Article 6 para.",0.999530673,389,0,3,0,155,27,0.4247548282
"the ""protection of the reputation or rights of others"".","Nor was there any need to protect others' right such as those of Lonrho, by publishing the report in its entirety, as their rights were adequately secured by the ordinary courts.",0.999514699,1110,0,1,0,178,31,0.4767982364
"the ""protection of the reputation or rights of others"".","Those disputes, and in particular the applicants' libel claims that Lonrho, through The Observer, had wrongfully damaged their reputations, were being adjudicated by the ordinary courts (see paragraphs 11 and 12 above).",0.9994872808,386,0,1,0,219,32,0.5227438211
"the ""protection of the reputation or rights of others"".","Joined by the Commission, he considered that the broadcast could not have had any significant detrimental effects on the ""reputation or rights of others"".",0.9994401336,692,0,1,0,154,24,0.4919110835
"the ""protection of the reputation or rights of others"".",The essence of the case concerns the criticisms made in the Inspectors' report about the first three applicants and the effects of the report upon their honour and reputation.,0.9994087219,1081,0,1,0,175,29,0.483776927
"the ""protection of the reputation or rights of others"".",interference furthermore had the legitimate aims of protecting the.,0.9993653893,1284,1,4,6,73,9,0.4831685424
"the ""protection of the reputation or rights of others"".",The interest of protecting journalistic.,0.9993647933,1188,0,5,0,40,5,0.3867796361
"the ""protection of the reputation or rights of others"".",Everyone has the right to liberty and security of person.,0.9992521405,142,3,10,97,154,10,0.7882600427
"the ""protection of the reputation or rights of others"".",Everyone has the right to liberty and security of person.,0.9992521405,259,2,6,53,110,10,0.7882600427
"the ""protection of the reputation or rights of others"".","In his submission, the expression ""rights of others"" in the present context only refers to an actual, positive right not to be offended.",0.999248445,1830,0,1,0,136,23,0.5045201778
"the ""protection of the reputation or rights of others"".",reflects the limited content of the right to reputation under domestic.,0.9992393255,1085,3,9,171,242,11,0.3200973868
"the ""protection of the reputation or rights of others"".","to have a ""right"" under domestic law.",0.9990803003,1331,1,2,48,85,7,0.4392801821
"the ""protection of the reputation or rights of others"".",Whether the relevant domestic law as applied to Mrs Murray ensured her a sufficient level of protection of her right to respect for her private life is a substantive issue under Article 8 (art.,0.9982014894,1685,0,2,0,193,34,0.4792980552
"the ""protection of the reputation or rights of others"".",The Inspectors were aware of the need for privacy and proceeded in whatever manner was least obtrusive to the applicants' privacy (cf.,0.9979972243,1114,0,4,0,134,22,0.4993682802
"the ""protection of the reputation or rights of others"".",They refer to the safeguards.,0.9977149963,1225,0,7,0,29,5,0.3929300606
"the ""protection of the reputation or rights of others"".","He maintained that the wide and adverse media coverage over a number of months had affected his own and his family's life and reputation, as well as his professional and political career.",0.9976671934,1559,0,1,0,187,32,0.545514524
"the ""protection of the reputation or rights of others"".","In this respect, acts of torture - such as those in issue in the present case - may be banned also on the ground that they undermine the respect which human beings should confer upon each other.",0.9976016879,644,0,1,0,194,35,0.5988460779
"the ""protection of the reputation or rights of others"".","It seriously damaged their reputation and financial standing and, thereby, harmed their economic interests in the business of HOF.",0.9961904287,1125,0,1,0,130,19,0.7178759575
"the ""protection of the reputation or rights of others"".",The interference is based on the opinion of the authorities that they understand correctly the feelings they claim to protect.,0.9959347248,1878,0,1,0,126,20,0.4472179413
"the ""protection of the reputation or rights of others"".",against the police officers concerned for insult within the meaning of.,0.9956002235,1240,2,4,95,166,11,0.2937185466
"the ""protection of the reputation or rights of others"".","have brought defamation proceedings against others, particularly.",0.9940250516,1086,1,6,58,123,7,0.420677036
"the ""protection of the reputation or rights of others"".",The Court recalls that freedom of expression constitutes one of the essential foundations of a democratic society.,0.9935126901,1839,0,1,0,114,17,0.6767334938
"the ""protection of the reputation or rights of others"".","6) against the interests of witnesses protected by other substantive provisions of the Convention (see the Doorson judgment previously cited, p. 470, para.",0.9928408861,1029,1,3,243,398,23,0.4477268755
"the ""protection of the reputation or rights of others"".","1) to secure everyone within their jurisdiction, inter alia, the right to liberty and the right to respect for private life.",0.9925313592,1698,2,3,380,504,21,0.5616946816
"the ""protection of the reputation or rights of others"".",In cases of prior restraint (censorship) there is interference by the authorities with freedom of expression even though the members of the society whose feelings they seek to protect have not called for such interference.,0.9914542437,1877,0,1,0,222,35,0.5761124492
"the ""protection of the reputation or rights of others"".",It does not include a hypothetical right held by some Christians to avoid disturbance at the prospect of other people's viewing the video work without being shocked.,0.9885753989,1831,0,1,0,165,27,0.5900833607
"the ""protection of the reputation or rights of others"".",gives recognition to the high public importance of protecting the free.,0.9885558486,1187,1,4,46,117,11,0.3980605304
"the ""protection of the reputation or rights of others"".","property and threatening conduct are prohibited by the Criminal Code,
 in respect of which complaints could be lodged with the competent.",0.9879012108,124,1,3,64,201,21,0.480381757
"the ""protection of the reputation or rights of others"".",This provision is an integral part of the scheme of protection afforded by Article 5 (art.,0.9874140024,1696,0,4,0,90,16,0.4325851798
"the ""protection of the reputation or rights of others"".","The Court notes, firstly, that the applicant was convicted by the Greek courts of disturbing, through his writings, the public peace and the peace of the citizens of Western Thrace.",0.9856874347,1906,0,1,0,181,30,0.3619849086
"the ""protection of the reputation or rights of others"".",It involves rights under Article 3 (Art.,0.9793871045,93,0,2,0,40,7,0.3290886283
"the ""protection of the reputation or rights of others"".",protection of the rights and freedoms guaranteed by the Convention (cf.,0.9788302183,1198,4,10,259,330,11,0.3690562546
"the ""protection of the reputation or rights of others"".","5) in the Convention system: it enshrines a fundamental human right, namely the protection of the individual against arbitrary interference by the State with his or her right to liberty.",0.9776581526,266,1,2,57,243,30,0.523922503
"the ""protection of the reputation or rights of others"".","At present 16 lawyers are facing criminal charges, which include drawing up documents belittling the Turkish State and faxing them to human rights organisations in Europe.",0.9776341915,78,0,1,0,171,26,0.5604559183
"the ""protection of the reputation or rights of others"".",justification and thereby violates a party's right to receive a fair.,0.9775215387,1348,6,12,369,438,11,0.5680104494
"the ""protection of the reputation or rights of others"".","second applicant's ""health or morals"" as well as his ""rights and.",0.9766223431,1284,2,4,75,140,11,0.3369843066
"the ""protection of the reputation or rights of others"".",the applicants' rights under Article 8 para.,0.9709966183,1285,1,9,67,111,7,0.3236548603
"the ""protection of the reputation or rights of others"".",the applicants' rights under Article 8 para.,0.9709966183,1296,1,9,67,111,7,0.3236548603
"the ""protection of the reputation or rights of others"".","8, 10, 11, 14) of the Convention, which guarantee these freedoms and prohibit discrimination respectively.",0.9705636501,27,1,2,43,149,15,0.3883528113
"the ""protection of the reputation or rights of others"".","Four further purposes also existed, none of which, however, included ascertaining whether the applicants merited their good reputation.",0.9672498703,373,0,2,0,135,18,0.5254189968
"the ""protection of the reputation or rights of others"".",The Commission considers that this indicates an issue falling within the scope of freedom of expression.,0.9668546915,35,0,1,0,104,16,0.5650116801
"the ""protection of the reputation or rights of others"".",The Commission considers that this indicates an issue falling within the scope of freedom of expression.,0.9668546915,39,0,1,0,104,16,0.5650116801
"the ""protection of the reputation or rights of others"".",alleged ill-treatment contrary to Article 3 (Art.,0.9657787085,1244,1,13,16,65,8,0.3775090575
"the ""protection of the reputation or rights of others"".",and attempts made to intimidate and discredit those who did come.,0.9646727443,1207,2,4,81,146,11,0.6076066494
"the ""protection of the reputation or rights of others"".",8) is to protect the individual against arbitrary action by the public authorities.,0.9646282792,553,1,2,66,149,13,0.416482836
"the ""protection of the reputation or rights of others"".",The applicant also complains of degrading treatment contrary to.,0.9615505338,1438,0,3,0,64,9,0.4245527983
"the ""protection of the reputation or rights of others"".","Although their interests - and indeed those of their families - also deserve protection under the Convention, it must be recognised that their position is to some extent different from that of a disinterested witness or a victim.",0.958835125,972,0,1,0,229,36,0.654016614
"the ""protection of the reputation or rights of others"".",an action in defamation against these public officials would probably.,0.9587674141,1085,1,9,25,95,10,0.4139343798
"the ""protection of the reputation or rights of others"".","However an indeterminate term of detention for a convicted young person, which may be as long as that person's life, can only be justified by considerations based on the need to protect the public.",0.9571245313,613,0,1,0,197,34,0.5940101147
"the ""protection of the reputation or rights of others"".",He stresses the key role played by freedom of expression in a democratic society.,0.954449296,46,0,1,0,81,14,0.6467739344
No such action has been brought.,No such action has been brought.,1,1335,0,1,0,32,6,0.4651158452
No such action has been brought.,and the lack of any prosecutions against members of the security forces.,0.9997196794,127,6,9,374,446,12,0.436075151
No such action has been brought.,The Inspectors had not made any findings of criminal conduct by the applicants.,0.9997133613,1096,0,1,0,79,13,0.4646936953
No such action has been brought.,The Inspectors had not conducted a criminal investigation.,0.9997070432,1093,0,1,0,58,8,0.4197216034
No such action has been brought.,The Inspectors had not conducted a criminal investigation.,0.9997070432,1103,0,1,0,58,8,0.4197216034
No such action has been brought.,"even if an investigation is made, the lack of effective action being taken afterwards;",0.999699831,74,0,1,0,86,14,0.438231647
No such action has been brought.,"The applicant did not institute civil proceedings either, with.",0.9996948242,1248,0,3,0,63,9,0.330078572
No such action has been brought.,In the United Kingdom only two prosecutions concerning blasphemy have been brought in the last seventy years (see paragraph 27 above).,0.9996856451,1889,0,1,0,134,21,0.5218963623
No such action has been brought.,"police officers concerned, or filed a civil action for compensation as.",0.9996399879,1253,2,5,135,206,11,0.3886395097
No such action has been brought.,"Furthermore, no complaint was ever made to the police - who learnt about the applicants' activities by chance (see paragraph 8 above).",0.9996356964,641,0,1,0,134,21,0.5480707884
No such action has been brought.,applicant have not yet been terminated.,0.9995968938,1460,1,2,67,106,6,0.416038096
No such action has been brought.,officials concerned or filing a civil action for compensation are.,0.9995785356,1244,3,13,157,223,10,0.3783282936
No such action has been brought.,that the applicant did not bring private prosecution proceedings.,0.9995778203,1240,1,4,28,93,9,0.4138016701
No such action has been brought.,once it must have become apparent that no redress for his complaints.,0.9995751977,112,2,6,137,206,12,0.3031843305
No such action has been brought.,"They did not make a legal determination as to criminal or civil liability concerning the Fayed brothers, and in particular concerning the latter's civil right to honour and reputation.",0.9994871616,382,0,1,0,184,29,0.4693769217
No such action has been brought.,No complaint however was made by the first applicant under Article 5 para.,0.9994634986,1680,0,3,0,74,13,0.3956664801
No such action has been brought.,"It can be assumed that, had these suspicions been confirmed, charges would have been laid and she would have been brought before the competent legal authority.",0.9994102716,1623,0,1,0,159,26,0.5492523909
No such action has been brought.,Before the Inspectors' report was published it was clearly and publicly stated by the competent authorities that no criminal proceedings would be brought against the applicants.,0.9993357062,1095,0,1,0,177,26,0.5377178788
No such action has been brought.,They were not proceedings brought by one of the parties or by a complainant.,0.999263227,1476,0,1,0,76,14,0.4316601753
No such action has been brought.,"officio, lay any criminal charges against the police officers.",0.9992617965,1245,3,5,196,258,9,0.3370600045
No such action has been brought.,brought against the applicant and other persons.,0.9989978671,1431,2,3,97,145,7,0.3781293929
No such action has been brought.,Prosecutors in the state of emergency region routinely failed to open investigations into alleged abuses of human rights and frequently refused even to acknowledge complaints.,0.9988651276,306,0,1,0,175,25,0.5973851085
No such action has been brought.,She also has not been subject to any of the criminal sanctions which may applied under the designation system.,0.9987681508,166,0,1,0,110,19,0.5840112567
No such action has been brought.,regard to the criminal proceedings instituted against three police.,0.9987099171,1246,1,5,38,105,9,0.3644571304
No such action has been brought.,"law, the applicant could have brought criminal charges against the.",0.9985522628,1253,1,5,66,133,10,0.360884577
No such action has been brought.,"It follows that he was not tried or punished again ""for an.",0.9985311031,1175,0,2,0,59,12,0.3419282734
No such action has been brought.,an action in defamation against these public officials would probably.,0.9981886744,1085,1,9,25,95,10,0.4139343798
No such action has been brought.,by not having pursued the libel proceedings commenced against The Observer newspaper.,0.9981182814,364,0,1,0,85,12,0.382679373
No such action has been brought.,possibility of introducing an action for compensation before the civil.,0.9981065989,123,2,5,131,202,10,0.3462703228
No such action has been brought.,"that the latter could itself try a case of criminal contempt committed in its face, and rejected the applicant's complaints which are now before this Court.",0.9976186156,1517,1,2,131,287,26,0.4396948218
No such action has been brought.,"have brought defamation proceedings against others, particularly.",0.9973950386,1086,1,6,58,123,7,0.420677036
No such action has been brought.,"In addition, the Government argued that Mr Aksoy could have brought a civil action for damages.",0.996902287,231,0,1,0,95,16,0.4592508078
No such action has been brought.,violation has been committed by persons acting in an.,0.9967533946,1132,4,6,216,269,9,0.3970629573
No such action has been brought.,would have been no case against them and they would have been acquitted.,0.9955857992,1053,0,1,0,72,13,0.4005103409
No such action has been brought.,impossibility of suing the Inspectors or the Secretary.,0.9954788089,1142,0,3,0,55,8,0.4394956827
No such action has been brought.,In the present case no complaint had been made to the European Court under that Article (art.,0.9951977134,1865,0,2,0,93,17,0.3387271762
No such action has been brought.,prosecution proceedings against the police officers concerned for.,0.9944412112,1245,1,5,59,125,8,0.3204555809
No such action has been brought.,"The report made no findings that the applicants had committed any criminal offence, although it was critical of certain aspects of their business affairs.",0.9941055775,1102,0,1,0,154,24,0.6621640921
No such action has been brought.,assault which had to be prosecuted ex officio and,0.9929526448,1242,1,2,68,117,9,0.3764303029
No such action has been brought.,No evidence of any significant economic prejudice has been submitted to it.,0.9920628667,1129,0,1,0,75,12,0.735757947
No such action has been brought.,"""held guilty of any criminal offence"" as set out in Article 7 para.",0.9919508696,1461,1,5,30,97,13,0.3733951449
No such action has been brought.,Mrs Murray was neither charged nor brought before a court but was released after an interview lasting a little longer than one hour (see paragraph 14 above).,0.9912593961,1620,0,1,0,157,27,0.5022004247
No such action has been brought.,"The purpose of their inquiry was to ascertain and record facts which might subsequently be used as the basis for action by other competent authorities - prosecuting, regulatory, disciplinary or even legislative.",0.9908566475,383,0,1,0,211,31,0.5292530656
No such action has been brought.,"In the present case, the Commission notes that none of these complaints has been raised either formally or even in substance during the proceedings before the Court of Cassation.",0.9907366633,18,0,1,0,178,29,0.4796408713
No such action has been brought.,"In the present case, the Commission notes that none of these complaints has been raised either formally or even in substance during the proceedings before the Court of Cassation.",0.9907366633,25,0,1,0,178,29,0.4796408713
No such action has been brought.,"proceedings against Lonrho and The Observer, and those who worked for.",0.9891183376,1086,2,6,125,195,11,0.3584873378
No such action has been brought.,6-3-d) have not been violated in the present case.,0.9882398844,1011,3,4,131,181,11,0.3413021564
No such action has been brought.,for the alleged offences connected with the destruction of villages and.,0.9872121215,127,7,9,448,520,11,0.3837153614
No such action has been brought.,And the applicant did nothing of the sort.,0.9868044853,285,2,3,254,296,8,0.3426024318
No such action has been brought.,"them, in respect of the allegedly serious improprieties committed by.",0.9844354987,1086,3,6,197,266,10,0.4318311214
No such action has been brought.,6) when measures were taken.,0.9843036532,997,1,2,173,201,5,0.4016931057
No such action has been brought.,The Commission has examined whether the applicant has complied.,0.9826301932,104,0,5,0,63,9,0.4322572351
No such action has been brought.,had to withdrew the defamation proceedings against The Observer.,0.9818375707,1087,3,4,153,217,9,0.3475864232
No such action has been brought.,They also point out that the applicant did not make a complaint about the absence of a hearing before the Administrative Court.,0.979362011,1162,0,1,0,127,22,0.4608036578
No such action has been brought.,"In the present case, since the collective decisions concerned had caused economic loss, criminal proceedings had been instituted against each member of the body which had taken those decisions (see paragraphs 9 and 11 above).",0.9730477929,887,0,1,0,225,35,0.5866400599
No such action has been brought.,civil proceedings instituted by the first applicant for the purpose of.,0.9699914455,1334,1,5,66,137,11,0.33752352
No such action has been brought.,"In fact, Mr Aksoy could have had recourse to three different types of domestic remedy: a criminal prosecution, a civil action and/or administrative proceedings (see paragraphs 24-28 above).",0.9699770808,222,0,1,0,189,30,0.4629684985
No such action has been brought.,it considers that such errors might have involved a possible violation.,0.96830374,1348,3,12,162,233,11,0.7256516218
No such action has been brought.,"made no challenge to the public immunity certificates, and that the.",0.9681224823,1211,5,8,345,413,11,0.2764263451
No such action has been brought.,the proceedings in question were already pending for one year.,0.966892302,1362,4,5,274,336,10,0.3827073574
No such action has been brought.,"The problem with these facts, as I see it, is that none of them per se may be held against the first applicant to incriminate her.",0.9660178423,1724,0,1,0,130,26,0.5192350745
No such action has been brought.,"The Government also submit that alleged arson, destruction of.",0.9578783512,124,0,3,0,62,9,0.3055979311
No such action has been brought.,"He has not, therefore, been.",0.955468595,1461,0,5,0,28,5,0.3618246615
No such action has been brought.,"In the present case,
 there was a formidable case against the applicant which called for.",0.9527224898,1227,0,3,0,89,15,0.3724672198
The applicant also complains of degrading treatment contrary to.,The applicant also complains of degrading treatment contrary to.,1,1438,0,3,0,64,9,0.4245527983
The applicant also complains of degrading treatment contrary to.,The application principally concerns torture and inhuman conditions of detention.,0.9997397065,92,0,1,0,81,10,0.5260288715
The applicant also complains of degrading treatment contrary to.,alleged ill-treatment contrary to Article 3 (Art.,0.9997361302,1244,1,13,16,65,8,0.3775090575
The applicant also complains of degrading treatment contrary to.,"In addition, he contended that the conditions in which he was detained (see paragraph 13 above) and the constant fear of torture which he suffered while in custody amounted to inhuman treatment.",0.9997323155,293,0,1,0,194,32,0.5606668591
The applicant also complains of degrading treatment contrary to.,officers upon accusations of ill-treatment raised by the applicant's.,0.9997314811,1246,2,5,107,176,10,0.37081182
The applicant also complains of degrading treatment contrary to.,The applicant further complains of the attitude of some of the judges,0.9997029901,11,0,1,0,69,12,0.4055953622
The applicant also complains of degrading treatment contrary to.,3) between this notion and that of inhuman or degrading treatment.,0.9997013211,295,1,2,170,236,11,0.430347681
The applicant also complains of degrading treatment contrary to.,The applicant considers that her ill-treatment amounted to bodily.,0.999697566,1242,0,2,0,66,10,0.4444359243
The applicant also complains of degrading treatment contrary to.,He submitted that the treatment complained of was sufficiently severe as to amount to torture; it was inflicted with the purpose of inducing him to admit that he knew the man who had identified him.,0.9996275902,292,0,1,0,198,35,0.4895625412
The applicant also complains of degrading treatment contrary to.,authorities tolerating abuses of human rights of the kind alleged by.,0.999599874,115,2,6,130,199,11,0.4174598753
The applicant also complains of degrading treatment contrary to.,authorities tolerating abuses of human rights of the kind alleged by.,0.999599874,121,2,6,130,199,11,0.4174598753
The applicant also complains of degrading treatment contrary to.,"6-1) applies to a civil claim for compensation in respect of ill treatment allegedly committed by agents of the State (see, for example, the Tomasi judgment cited at paragraph 61 above, p. 43, paras.",0.9995624423,279,2,4,51,250,35,0.4337866008
The applicant also complains of degrading treatment contrary to.,He alleges a violation of Article 6 (Art.,0.9995414019,138,0,12,0,41,8,0.4022501707
The applicant also complains of degrading treatment contrary to.,The matters complained of by Mrs Murray under Article 8 (art.,0.9993222952,1686,0,3,0,61,11,0.2847185433
The applicant also complains of degrading treatment contrary to.,an administrative practice of torture in Turkish detention centres;,0.999319911,72,0,1,0,67,9,0.359298259
The applicant also complains of degrading treatment contrary to.,The first applicant also alleged a violation of Article 5 para.,0.9992579818,1627,0,3,0,63,11,0.4550592601
The applicant also complains of degrading treatment contrary to.,"With regard to the first of these options, they submitted that he could have complained about the alleged ill-treatment to the public prosecutor who saw him on 10 December 1992 (see paragraph 18 above).",0.9990848303,224,0,1,0,202,35,0.3894707859
The applicant also complains of degrading treatment contrary to.,"This period is exceptionally long, and left the applicant vulnerable not only to arbitrary interference with his right to liberty but also to torture (see paragraph 64 above).",0.9989552498,258,1,3,371,546,28,0.5900116563
The applicant also complains of degrading treatment contrary to.,applicant's complaint about the alleged insults committed by police.,0.9989130497,1250,2,8,80,148,9,0.3530192673
The applicant also complains of degrading treatment contrary to.,"Convention if no, or only insufficient, treatment was available to him.",0.9988006353,1444,2,3,71,142,11,0.3773774207
The applicant also complains of degrading treatment contrary to.,against the police officers concerned for insult within the meaning of.,0.9986878037,1240,2,4,95,166,11,0.2937185466
The applicant also complains of degrading treatment contrary to.,The Commission notes the applicant's declaration that he had told the public prosecutor that he had been tortured.,0.9984897375,61,0,1,0,114,18,0.3823417723
The applicant also complains of degrading treatment contrary to.,"Furthermore, prompt judicial intervention may lead to the detection and prevention of serious ill treatment, which, as stated above (paragraph 62), is prohibited by the Convention in absolute and non-derogable terms.",0.9982206225,270,0,1,0,216,32,0.6178036928
The applicant also complains of degrading treatment contrary to.,The applicant complains under Article 6 (Art.,0.9982059002,1458,0,5,0,45,7,0.3481663764
The applicant also complains of degrading treatment contrary to.,The Court notes that Mr Gradinger based his complaints on Article 6 (art.,0.9979687333,500,0,3,0,73,13,0.3643093705
The applicant also complains of degrading treatment contrary to.,The alleged violation of Article 8 (art.,0.9975123405,1702,0,4,0,40,7,0.3466867507
The applicant also complains of degrading treatment contrary to.,The Court notes that Mr Palaoro based his complaints on Article 6 (art.,0.9970446229,855,0,3,0,71,13,0.359626621
The applicant also complains of degrading treatment contrary to.,Ill-treatment must attain a minimum level of severity if it is to fall within the scope of Article 3.,0.9967821836,310,0,1,0,101,20,0.5276737213
The applicant also complains of degrading treatment contrary to.,The applicant alleged that there had been a violation of Article 5 para.,0.9963096976,913,0,4,0,72,13,0.4966265261
The applicant also complains of degrading treatment contrary to.,applicants' civil rights under Article 6 para.,0.9951130748,1085,5,9,312,358,7,0.3764318228
The applicant also complains of degrading treatment contrary to.,The Court notes that Mr Pfarrmeier based his complaints on Article 6 (art.,0.9944619536,1747,0,3,0,74,13,0.3661839366
The applicant also complains of degrading treatment contrary to.,The Court considers that this treatment was of such a serious and cruel nature that it can only be described as torture.,0.9940221906,300,0,1,0,120,22,0.511834085
The applicant also complains of degrading treatment contrary to.,"Even in the most difficult of circumstances, such as the fight against organised terrorism and crime, the Convention prohibits in absolute terms torture or inhuman or degrading treatment or punishment.",0.9940043092,294,0,1,0,201,30,0.6188223958
The applicant also complains of degrading treatment contrary to.,The Court notes that Mr Pramstaller based his complaints on Article 6 (art.,0.99259758,1790,0,3,0,75,13,0.3638738394
The applicant also complains of degrading treatment contrary to.,"Articles 243 and 245 of the Criminal Code, which were in force throughout Turkey, penalised the use of torture and ill-treatment for the extraction of confessions (see paragraph 24 above).",0.9921039343,225,0,1,0,188,31,0.4345449507
The applicant also complains of degrading treatment contrary to.,As regards the complaint under Article 5 para.,0.9907175899,94,0,4,0,46,8,0.3200504184
The applicant also complains of degrading treatment contrary to.,properly to reason her constitutional complaint as regards the alleged.,0.9906321764,1241,1,4,40,111,10,0.2964882255
The applicant also complains of degrading treatment contrary to.,"26), namely the opportunity of putting right the violations alleged against them"" (Eur.",0.9893552065,51,1,5,153,240,13,0.3837459087
The applicant also complains of degrading treatment contrary to.,To this extent it follows that the applicants' complaint under Article 13 (Art.,0.9870221019,1138,0,4,0,79,13,0.3273005486
The applicant also complains of degrading treatment contrary to.,"However, the applicant's various complaints raise.",0.9860602617,1417,0,3,0,50,6,0.3601033986
The applicant also complains of degrading treatment contrary to.,This is the more to be regretted as this differentiation is contrary to the Court's case-law .,0.9860009551,1773,0,1,0,94,17,0.4122514427
The applicant also complains of degrading treatment contrary to.,This is the more to be regretted as this differentiation is contrary to the Court's case-law .,0.9860009551,1817,0,1,0,94,17,0.4122514427
The applicant also complains of degrading treatment contrary to.,"In this respect, acts of torture - such as those in issue in the present case - may be banned also on the ground that they undermine the respect which human beings should confer upon each other.",0.98567307,644,0,1,0,194,35,0.5988460779
The applicant also complains of degrading treatment contrary to.,He complains in particular that.,0.9833229184,1434,0,4,0,32,5,0.3072739244
The applicant also complains of degrading treatment contrary to.,It involves rights under Article 3 (Art.,0.9823322892,93,0,2,0,40,7,0.3290886283
The applicant also complains of degrading treatment contrary to.,parties concerning the complaints raised by the applicant.,0.9816176295,1381,9,10,437,495,8,0.4032613635
The applicant also complains of degrading treatment contrary to.,In claiming a right to use these terms the applicant was formulating a complaint which was linked to the alleged violation of Article 10 (Art.,0.9791328311,36,0,2,0,142,25,0.4842952192
The applicant also complains of degrading treatment contrary to.,once it must have become apparent that no redress for his complaints.,0.9775055051,112,2,6,137,206,12,0.3031843305
The applicant also complains of degrading treatment contrary to.,ratione temporis to deal with the complaints under Protocol No.,0.9749202728,1405,7,10,335,398,10,0.3743180037
The applicant also complains of degrading treatment contrary to.,an administrative practice of not respecting the rule under Article 13 (Art.,0.9742076397,77,0,3,0,76,12,0.3548791111
The applicant also complains of degrading treatment contrary to.,He also takes issue.,0.9725810885,1071,0,3,0,20,4,0.3764493763
The applicant also complains of degrading treatment contrary to.,"The applicants complained that there had been a serious interference with the exercise of their right of individual petition, in breach of Article 25 of the Convention (now replaced by Article 34), which provides as follows:",0.9657171965,832,0,1,0,224,36,0.6912977695
The applicant also complains of degrading treatment contrary to.,To the extent that there might have been any interference with her rights under Article 8 para.,0.9656974077,152,0,3,0,95,17,0.4146154821
The applicant also complains of degrading treatment contrary to.,a violation of these provisions.,0.9655618072,1137,2,3,178,210,5,0.5105257034
The applicant also complains of degrading treatment contrary to.,"In order to determine whether any particular form of ill-treatment should be qualified as torture, the Court must have regard to the distinction drawn in Article 3 (art.",0.9651699662,295,0,2,0,169,29,0.3907262087
The applicant also complains of degrading treatment contrary to.,protection of the rights and freedoms guaranteed by the Convention (cf.,0.9645517468,1198,4,10,259,330,11,0.3690562546
The applicant also complains of degrading treatment contrary to.,It considers that the applicant's complaints raise serious.,0.9622197747,1234,0,3,0,59,8,0.4640043676
The applicant also complains of degrading treatment contrary to.,of domestic remedies under Article 26 (Art.,0.9617788196,1243,1,10,67,110,7,0.3248252273
The applicant also complains of degrading treatment contrary to.,"Even in the most difficult of circumstances, such as the fight against organised terrorism and crime, the Convention prohibits in absolute terms treatment contrary to this provision.",0.9609109163,309,0,1,0,182,27,0.6299211979
The applicant also complains of degrading treatment contrary to.,Everyone has the right to respect for his private.,0.9591194391,1105,0,3,0,50,9,0.5955494642
The applicant also complains of degrading treatment contrary to.,"In addition, according to the ""generally recognised rules of international law"" to which Article 26 (art.",0.9573847651,301,0,2,0,105,16,0.3249665201
The applicant also complains of degrading treatment contrary to.,authority and coercion against a particular individual.,0.9546887875,1249,5,6,284,339,7,0.4892408252
The applicant also complains of degrading treatment contrary to.,Government also refer to the fact that the conduct of the Judge.,0.9536377788,1076,1,4,6,70,12,0.2837802768
The Court took this into account when.,The Court took this into account when.,1,1293,0,2,0,38,7,0.3722866476
The Court took this into account when.,The Court recalls that freedom of expression constitutes one of the essential foundations of a democratic society.,0.9993525147,1839,0,1,0,114,17,0.6767334938
The Court took this into account when.,competent courts have interpreted it,0.9991549253,1323,2,3,83,119,5,0.4187814593
