,id,argument,argument_id,name,argument_pegasus
1415,1416," On the other hand, insofar as the facts complained of relate to
the period after 7 September 1992, the application cannot be declared
inadmissible as being incompatible ratione temporis with the provisions
of the Convention.",1416,37.txt,"Insofar as the facts complained of relate to the period after 7 September 1992, the application cannot be declared inadmissible as being incompatible ratione temporis with the provisions of the Convention."
1416,1417,"However, the applicant's various complaints raise
different issues in respect of the Commission's competence ratione
temporis.",1417,37.txt,The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Justice (ECJ) to dismiss an application for leave to appeal against the decision of the European Court of Human Rights (ECHR).
1417,1418," It is
submitted that the applicant filed his application with the Commission
on 1 September 1992, i.e. two months before 16 November 1992, the date
on which the final decision on the matter had been notified to the
applicant and on which consequently all domestic remedies had been
exhausted.",1418,37.txt,The Court of Justice of the European Union (CJEU) has dismissed an appeal against the decision of the European Commission to uphold the decision of the Court of Justice of the European Union (CJEU) to uphold the decision of the European Commission to uphold the decision of the European Commission to uphold the decision of the
1418,1419,"Under Article 26 (Art. 26) of the Convention ""the Commission may
only deal with the matter after all domestic remedies have been
exhausted, according to the generally recognised rules of international
law, and within a period of six months from the date on which the final
decision was taken"".",1419,37.txt,The European Court of Human Rights (ECHR) has ruled in favour of the UK in a case brought against it under the Convention on the Rights of the Child (CRC).
1419,1420,"The Commission notes that the Supreme Court in the final resort
dismissed the applicant's appeal on 13 July 1992.",1420,37.txt,The European Court of Justice (ECJ) has upheld the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court
1420,1421,"The applicant then
filed his submissions with the Commission on 1 and 8 September 1992.",1421,37.txt,The European Commission received an application for leave to appeal against a decision by the European Court of Justice (ECJ) to uphold a ruling by the Court of Justice of the European Union (CJEU) that upheld a decision by the European Court of Justice (ECJ) to uphold a ruling by the European Court
1421,1422,"On 17 September 1992 the Supreme Court rejected the applicant's further
appeal, though the Court stated that it was possible to file a
complaint with the Prosecutor General.",1422,37.txt,The European Court of Human Rights (ECHR) upheld the decision of the Court of Justice of the European Union (CJEU) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the
1422,1423,"The applicant filed an appeal
with the Prosecutor General which the latter dismissed on 11 November
1992. ",1423,37.txt,The European Court of Human Rights (ECHR) has upheld a decision by the Court of Justice of the European Union (CJEU) to uphold a ruling by the European Court of Human Rights (ECHR) dismissing an appeal against a decision by the European Court of Human Rights (ECHR) to uphold a
1423,1424,"Within six months of this date, i.e. on 7 May 1993, the
applicant submitted his application form to the Commission.
",1424,37.txt,The date on which the Commission received an application for a licence to operate a motor vehicle in the Republic of Ireland is 30 April 1993.
1424,1425," The applicant has therefore exhausted domestic remedies and also
complied with the six months' time-limit as required by Article 26
(Art. 26) of the Convention.",1425,37.txt,The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of
1425,1426,"The Commission recalls that any complaints about facts relating
to a period prior to 7 September 1992, the date of the entry into force
of the Convention in respect of Bulgaria, are incompatible ratione
temporis with the provisions of the Convention within the meaning of
Article 27 para. 2 (Art. 27-2) of the Convention.
",1426,37.txt,The European Commission has received a complaint from the Bulgarian government against the European Court of Human Rights (ECHR) and the European Court of Human Rights (ECHR) for alleged violations of the Convention on the Rights of the Child.
1426,1427,"   In the present case, it is true that the Supreme Court in the
final resort dismissed the applicant's appeal on 13 July 1992, i.e.
before 7 September 1992, the date of the entry into force of the
Convention in respect of Bulgaria.",1427,37.txt,The Court of Justice of the European Union (CJEU) has held that the entry into force of the European Convention on Human Rights (ECHR) in respect of Bulgaria on 7 September 1992 is not the date on which the Supreme Court in the final resort dismissed the applicant's appeal.
1427,1428,"After the Convention entered into
force in respect of Bulgaria, the applicant on 10 November 1992 filed
a request for release from detention on remand which the Prosecutor
General dismissed on 11 November 1992 on the ground that there were no
new circumstances justifying modification of detention.",1428,37.txt,The Court of Justice of the European Union (CJEU) has upheld the decision of the Prosecutor General of the International Criminal Court (ICC) not to release from detention a Bulgarian national who had been detained under the Convention on the Rights of the Child.
1428,1429,"In his view,
confirmation herefor can be seen in the decision of 12 August 1992
which banned meetings between the applicant and his lawyers, thereby
indicating that the true purpose of his detention was to restrict his
right actively and freely to express his political views as a member
of the National Assembly.",1429,37.txt,The Court of Justice of the European Union (CJEU) has upheld the decision of the European Court of Human Rights (ECHR) which ruled that the detention by the authorities of a member of the opposition of 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932 888-276-5932
1429,1430," The Government submit that extending aid to Third World countries
is not an offence under Bulgarian law. ",1430,37.txt,The European Court of Human Rights (ECHR) has rejected an appeal by Bulgaria against a ruling by the European Court of Human Rights (ECHR) that the country's aid law is unconstitutional.
1430,1431,"However, this is not the
correct formulation of the grounds in respect of which charges were
brought against the applicant and other persons.",1431,37.txt,The High Court has held that there is no case to answer in respect of the charges brought against the applicant and other persons.
1431,1432,"The Government also refer in this context to the Convention
organs' case-law, in particular the Bozano case, according to which,
where the Convention refers back to domestic law as in Article 5
para. 1 (c) (Art. 5-1-c), the Convention organs' supervisory powers are
limited since it is in the first place for the national authorities,
notably the courts, to interpret and apply domestic law (see Eur. Court
H.R., judgment of 18 December 1986, Series A no. 111, p. 25, para. 58).",1432,37.txt,"The Italian Government refers back to domestic law as in Article 5 para. 1 (c) (Art. 5-1-c), the Convention organs' supervisory powers are limited since it is in the first place for the national authorities, notably the courts, to interpret and apply domestic law (see Eur."
1432,1433," The Government submit that the applicant's detention served no
other purpose than that for which it was prescribed, as set out in
Article 18 (Art. 18) of the Convention.",1433,37.txt,The European Court of Human Rights (ECHR) is considering an appeal from the decision of the UK High Court to uphold the detention under the European Convention on Human Rights (ECHR) of an Iranian national.
1433,1434," He complains in particular that
the authorities refused to take into account the recommendations of
various medical experts;  as a result, his health seriously
deteriorated.",1434,37.txt,"The former prime minister of Tunisia, Zine al-Abidine Ben Ali, has filed a complaint with the European Court of Human Rights against the Tunisian government's treatment of him."
1434,1435,"For instance, he suffered stenocardiac arrests and had
worse basic indicators of his blood count.",1435,37.txt,"As part of the BBC's Health Check-up series, we look at the health of BBC presenter Jeremy Vine."
1435,1436,"Twice he had to undergo
treatment in the intensive care unit at the Sofia Military Hospital.",1436,37.txt,Former Bulgarian Prime Minister Plamen Oresharski has been discharged from hospital after a long battle with cancer.
1436,1437,"He was sent to the Sofia Penitentiary Hospital despite the danger of
infections posing a risk to his health and life.
",1437,37.txt,A Bulgarian prisoner has died after contracting meningitis.
1437,1438,"The applicant also complains of degrading treatment contrary to
Article 3 (Art. 3) of the Convention.",1438,37.txt,The European Court of Human Rights (ECHR) has been asked to consider a complaint made by a Syrian national against the Syrian government's alleged violation of the Convention on the Rights of the Child (CRC).
1438,1439,"The Commission notes that before 7 September 1992, i.e. the date
on which the Convention entered into force in respect of Bulgaria,
medical reports were issued on the applicant's health between 18 and
28 August 1992.",1439,37.txt,"The European Commission has opened an investigation into whether the European Convention on Human Rights (ECHR) was violated by the Bulgarian authorities in their treatment of the former Prime Minister of Bulgaria, Sergey Stanishev."
1439,1440,"Thereafter, further reports were issued on 16 September 1992 and
on 2 October 1992.",1440,37.txt,"Following the publication of the first of a series of reports on the effects of climate change on Scotland, the Scottish government issued a second set of reports on 14 September 1992."
1440,1441,"These reports were prepared by numerous medical
experts, among them the leading Bulgarian cardiologist.",1441,37.txt,A series of reports have been published in the Bulgarian press on the dangers of heart disease and how to prevent it.
1441,1442,"It transpires
from these reports that the applicant suffered from malignant chronic
lympholeucosis, arterial hypertension and ischemia of the heart.",1442,37.txt,The Court of Appeal has rejected an appeal against a decision by the Supreme Court to dismiss an application for leave to appeal against a decision by the Court of Appeal to dismiss an application for leave to appeal against a decision by the Court of Appeal to dismiss an application for leave to appeal against a decision by the Court of
1442,1443,"While
the applicant had apparently suffered from angina pectoris, there was
no sign of a myocardial infarct.",1443,37.txt,A man with a history of heart disease was admitted to hospital with chest pains.
1443,1444,"In particular, a problem could arise under Article 3 (Art. 3) of the
Convention if no, or only insufficient, treatment was available to him.",1444,37.txt,"Under the Convention on the Rights of the Child, a child who suffers from a serious or life-threatening medical condition could seek treatment under the Convention."
1444,1445,"On 7 September 1992, i.e. the date on which the Convention
entered into force in respect of Bulgaria, the applicant was
transferred from the Sofia Penitentiary Hospital to the National
Investigation Service.",1445,37.txt,The European Court of Human Rights (ECHR) has upheld the decision of the Court of Justice of the European Union (CJEU) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of
1445,1446," However, following a deterioration of his
cardiovascular condition on 10 and 11 September 1992, he was taken to
the intensive care unit of the Sofia Higher Military Medical Institute.",1446,37.txt,Former Bulgarian Prime Minister Plamen Oresharski was discharged from hospital on 9 September 1992.
1446,1447," In the medical report of 16 September 1992 it was found that the
applicant should take certain medicaments and be placed in a hospital
environment.",1447,37.txt,The Court of Appeal has upheld a decision by the High Court to dismiss a case brought by a man who had suffered a stroke.
1447,1448,"The report of 2 October 1992 recommended certain
medication and a convalescence period of three weeks under medical
supervision at a hospital.",1448,37.txt,A report into the death of a 15-year-old boy from a brain haemorrhage has been published.
1448,1449,"As a result, the applicant remained at the
Higher Military Medical Institute until 30 November 1992 when he
returned to the National Investigation Service.",1449,37.txt,The Court of Appeal has ruled that the National Investigation Service (NIAS) did not have a duty of care to the applicant when he was appointed to the Higher Military Medical Institute.
1449,1450,"A week later, when his
health deteriorated, he was again taken to the Higher Military Medical
Institute.",1450,37.txt,Sri Lanka's former President Mahinda Rajapaksa was taken to a military hospital in Colombo in April after suffering a stroke.
1450,1451,"On 30 December 1992 he was released from detention.
",1451,37.txt,Former British Prime Minister Harold Macmillan has died at the age of 83.
1451,1452," The Commission finds that the applicant's state of ill-health was
monitored by numerous medical specialists, and that upon their
recommendation he was placed in hospital where he received the required
medical treatment.",1452,37.txt,The Health and Safety Executive (HSE) has been told by the Equality and Human Rights Commission (EHRC) that it failed to take account of the applicant's health when deciding whether or not to grant him a sickness benefit.
1452,1453,"Indeed, after 7 September 1992 most of his
detention was spent in hospital.",1453,37.txt,"In the wake of his release from prison, the BBC's John Humphrys looks back at his time in custody."
1453,1454,"At one stage he was even brought to
the intensive care unit of the Sofia Higher Military Medical Institute.",1454,37.txt,Bulgarian Prime Minister Plamen Oresharski has been taken to hospital after suffering a stroke.
1454,1455,"Insofar as the applicant submits that he risked infection, inter
alia at the Sofia Penitentiary Hospital, he has not alleged that he was
brought into close contact with persons suffering from contagious
diseases, and indeed, it does not transpire that he was infected with
any particular illness while in hospital.",1455,37.txt,The Court of Appeal has dismissed an appeal by a Bulgarian man against a decision by the High Court to grant him leave to bring a case against the Bulgarian authorities over alleged breaches of his human rights.
1455,1456,"They continuously reviewed the
detention arrangements employed with a view to ensuring the applicant's
health as required by Article 3 (Art. 3) of the Convention.
",1456,37.txt,The European Court of Human Rights (ECHR) upheld the decision of the Court of Justice of the European Union (CJEU) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the
1456,1457,"  On the whole, the Bulgarian authorities reacted adequately to the
applicant's state of ill-health.",1457,37.txt,The European Court of Human Rights (ECHR) has ruled that the Bulgarian authorities did not violate the human rights of a Bulgarian man who was denied asylum in the European Union (EU).
1457,1458,"The applicant complains under Article 6 (Art. 6) of the
Convention that the Supreme Court, when considering his appeal on
13 July 1992, decided in camera without the applicant or other persons
being present.",1458,37.txt,The Court of Justice of the European Union (CJEU) has dismissed an appeal brought against the decision of the European Court of Human Rights (ECHR) under the European Convention on Human Rights (ECHR).
1458,1459,"However, the fact complained of relates to a period
prior to 7 September 1992 on which date the Convention entered into
force in respect of Bulgaria.",1459,37.txt,The European Court of Human Rights (ECHR) has dismissed a complaint brought by Bulgaria against the European Convention on Human Rights (ECHR).
1459,1460,"  The Commission notes that the proceedings instituted against the
applicant have not yet been terminated. ",1460,37.txt,The European Court of Human Rights (ECHR) has rejected an application by an applicant for leave to appeal against the decision of the European Court of Human Rights (ECHR) to grant him leave to appeal against the decision of the European Court of Human Rights (ECHR) to grant him leave to appeal against
1460,1461,"He has not, therefore, been
""held guilty of any criminal offence"" as set out in Article 7 para. 1
(Art. 7-1) of the Convention.",1461,37.txt,"The Speaker of the House of Commons, John Bercow, has been found not guilty of any criminal offence under the European Convention on Human Rights."
1461,1462," The applicant cannot, therefore, be regarded as a victim of a
violation of Article 7 (Art. 7) of the Convention.",1462,37.txt,The Convention on the Rights of the Child applies to all children under the age of 18.
1462,1463,"The
applicant refers here in particular to the Public Prosecutor's order
of 12 August 1992 which, as a result of the applicant's article
published on 11 August 1992, prohibited him from transmitting written
materials to his lawyers.",1463,37.txt,This is an appeal from the decision of the Court of Appeal of the Republic of Ireland to uphold the decision of the Public Prosecutor's Office in the Republic of Ireland not to appeal against the decision of the Court of Appeal of the Republic of Ireland to uphold the decision of the Public Prosecutor's Office in the
1463,1464,"The prohibition was renewed in November
1992.",1464,37.txt,A ban on the sale of alcohol in England and Wales came into force at the end of World War Two.
1464,1465,"The applicant submits that the order of 12 August 1992 was fully
carried into effect until the end of August and in early September
1992.",1465,37.txt,An application has been made to the Court of Appeal to quash an order made by the High Court on 12 August 1992 which made it an offence for a person under the age of 18 to engage in any sexual activity with a person under the age of 18.
1465,1466,"In fact, there was no prohibition, only a limitation of the applicant's
contacts with his lawyers.",1466,37.txt,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo reflects on the decision of the Court of Arbitration for Sport (CAS) to uphold a ban on lawyers representing clients in court."
1466,1467," While in detention the applicant wrote
altogether 26 substantial newspaper articles, seven of which appeared
after 7 September 1992, the date on which the Convention entered into
force in respect of Bulgaria.",1467,37.txt,The European Court of Human Rights has upheld the conviction of a Bulgarian man for violating the European Convention on Human Rights.
1467,1468,"He also wrote a book which was published
after his release.",1468,37.txt,"One of Britain's best-loved children's authors, Roald Dahl, has died at the age of 91."
1468,1469,"The Commission notes the applicant's submissions that this
prohibition had its effects in August and in early September 1992.",1469,37.txt,The European Court of Human Rights (ECHR) has upheld a decision by the European Court of Human Rights (ECHR) to uphold the European Union's ban on smoking in public places.
1469,1470," In
the Commission's opinion, the applicant has not sufficiently
established any interferences with his right to freedom of expression
after 7 September 1992, which is the date of the entry into force of
the Convention in respect of Bulgaria.
",1470,37.txt,The European Commission has rejected an appeal by a Bulgarian journalist against a decision by the European Court of Human Rights (ECHR) to uphold his right to freedom of expression under the European Convention on Human Rights.
1470,1471,"(see No. 9044/80, Chartier v. Italy, Comm. Report
8.12.92, D.R. 33, p. 41 et seq., at p. 58).",1471,37.txt,The European Court of Human Rights (ECHR) has ruled that the Italian authorities did not violate the European Convention on Human Rights (ECHR) by failing to take adequate steps to prevent the spread of HIV/AIDS in Italy.
1471,1472,"Indeed, when preparing their reports,
the experts also relied on previous reports on the applicant's health
of the years 1988-1990.",1472,37.txt,When the European Court of Human Rights (ECHR) rejected an appeal against a ruling by the Court of Justice of the European Union (CJEU) that upheld a decision by the European Court of Human Rights (ECHR) to uphold a ruling by the Court of Justice of the European Union (CJEU)
1472,1473,"It follows that the procedures of the Inter-Parliamentary
Union do not constitute ""another procedure of international
investigation or settlement"" within the meaning of Article 27 para. 1
(b) (Art. 27-1-b) of the Convention.",1473,37.txt,"The European Court of Human Rights has ruled that the procedures of the Inter-Parliamentary Union do not constitute ""another procedure of international investigation or settlement"" within the meaning of the European Convention on Human Rights."
1473,1474, The Government submitted that the applicant’s allegations were based on the assumption that the judges had been involved in the matter as complainants and had therefore had a personal interest in the subsequent proceedings.,1474,19.txt,The Court of Appeal has dismissed an appeal by the Government against a decision by the High Court to dismiss an application to disqualify two judges from hearing a case brought by a former civil servant.
1474,1475,They stated that such an assumption betrayed a fundamental misunderstanding of the nature and function of proceedings for contempt in the face of the court in common-law jurisdictions.,1475,19.txt,"In a landmark ruling, the Court of Appeal for England and Wales has rejected a common-law assumption that contempt of court proceedings should only be brought against the most serious offenders."
1475,1476,They were not proceedings brought by one of the parties or by a complainant.,1476,19.txt,These proceedings were held in the High Court.
1476,1477,hey constituted a sui generis procedure aimed at securing the unimpeded functioning of the courts and safeguarding the authority of the judiciary.,1477,19.txt,The European Court of Human Rights (ECHR) has ruled in favour of the European Court of Human Rights (ECHR) in a case brought by the UK against the European Court of Human Rights (ECHR).
1477,1478,The proceedings were not adversarial in the sense that one person was opposed to another; they concerned the integrity of the judicial system.,1478,19.txt,The Court of Appeal's decision to overturn a decision by the Supreme Court not to hear a case brought by a man who claimed he was the victim of a miscarriage of justice was not adversarial.
1478,1479,No single judge had any interest in them.,1479,19.txt,All photographs are copyrighted.
1479,1480,The long-established power granted to common-law courts to sanction improper conduct committed in their face was a necessary and indispensable element of a fair trial itself.,1480,19.txt,"In our series of letters from African journalists, film-maker and columnist Ahmedou Ould-Abdallah considers the role of the common-law court in the criminal justice system."
1480,1481,The Assize Court’s own duty to ensure a fair trial of the persons accused of murder in the present case required it to possess the summary power to deal with any contempt before it.,1481,19.txt,The Court of Appeal has ruled that the Assize Court has the power to deal with contempt of court brought before it by a defendant in a criminal case.
1481,1482,"The Government further maintained that, in order to be effective, the judicial power to sanction attempts by any person in the courtroom to dominate the court and determine the course of the trial had to be exercised immediately.",1482,19.txt,"The Scottish Government has told the Court of Appeal that, as a matter of principle, the trial of a criminal case should not be disrupted."
1482,1483,Otherwise the person in contempt would in effect have achieved his purpose.,1483,19.txt,If a person is found in contempt of court they should be held in contempt of court for the rest of their life.
1483,1484,"Moreover, if contempt proceedings had been brought before a different bench, there would have been certain undesirable consequences that could not have been overlooked: the members of the bench would have had to testify about the events which had taken place before their eyes.",1484,19.txt,"The decision by the Supreme Court not to bring contempt proceedings against former Prime Minister Silvio Berlusconi, despite the fact that he was in breach of the court's orders, is a significant development."
1484,1485,Their credibility in connection with the facts of which they had become aware while performing their functions would have had to have been tested by other judges and the very integrity of the judiciary would accordingly have been unnecessarily questioned.,1485,19.txt,The decision of the Supreme Court not to hear the appeal of two senior judges against their acquittal on corruption charges would have been a huge blow to the judiciary.
1485,1486," According to the Government, the applicant would have been entitled to allege a breach of the impartiality rule only on the (incorrect) assumption that the Assize Court had been acting in a personal capacity in trying him.",1486,19.txt,The Court of Appeal has rejected an application for leave to appeal against the decision of the Assize Court to dismiss a case brought by a man who claimed he had been the victim of a miscarriage of justice.
1486,1487,"Furthermore, the fact that the applicant had been able to appeal to the Supreme Court, a judicial body with full jurisdiction to review facts and law, cured any possible breach of the impartiality requirement.",1487,19.txt,The Court of Appeal found that the decision of the High Court to uphold the appellant's appeal against the decision of the Court of Appeal to uphold the appellant's appeal against the decision of the Court of Appeal to uphold the appellant's appeal against the decision of the Court of Appeal to uphold the appellant'
1487,1488,"The Supreme Court had independently found that the applicant had been guilty of the offence of contempt, and had upheld the sentence imposed by the Assize Court.",1488,19.txt,The Court of Appeal has rejected an appeal by a man who was jailed for three years for contempt of court.
1488,1489,"Applying the criteria established by the case-law of the Court (see Engel and others v. the Netherlands, judgment of 8 June 1976, Series A no. 22, §§ 82-83; Öztürk v. Germany, judgment of 21 February 1984, Series A no. 73, §§ 48-50), namely a)",1489,19.txt,The Court of Justice of the European Union (CJEU) has ruled that the European Court of Human Rights (ECHR) has jurisdiction to hear an appeal from a decision of the European Court of Human Rights (ECHR).
1489,1490,"the domestic classification of the offence, b) the nature of the offence, and c) the degree of severity of the penalty that the person concerned risks incurring,",1490,19.txt,"The Secretary of State for Justice, Michael Gove, has announced that the offence of possession of a firearm by a person under the age of 18 will be classified as an aggravated burglary."
1490,1491,"The offence was classified in domestic law as criminal, it was not confined to the applicant’s status as a lawyer, the maximum possible sentence was one month’s imprisonment and the sentence actually imposed on the applicant was 5 days’ imprisonment",1491,19.txt,The Court of Appeal has upheld the conviction and sentence of a lawyer for practising law without a licence.
1491,1492,"(see Ezeh and Connors v. the United Kingdom [GC], nos. 39665/98 and 40086/98, §§ 82-86, ECHR 2003-X).",1492,19.txt,The European Court of Human Rights (ECHR) has ruled that the UK's ban on gay marriage is unconstitutional.
1492,1493, The Court considers that the decisive feature of the case is that the judges of the court which convicted the applicant were the same judges before whom the contempt was allegedly committed.,1493,19.txt,The European Court of Human Rights has upheld a conviction for contempt of court by a judge of the Court of Justice of the European Union.
1493,1494,"The Government’s assertion that the judges who convicted the applicant cannot be considered complainants in the proceedings and had no personal interest in the relevant offence but were simply defending the authority and standing of the court is, in the opinion of the Court, theoretical.",1494,19.txt,The Court of Appeal has rejected the Government’s appeal against a decision by the High Court to quash a conviction for perverting the course of justice.
1494,1495,The reality is that courts are not impersonal institutions but function through the judges who compose them.,1495,19.txt,It is often said that courts are impersonal institutions.
1495,1496,It is the judges who interpret a certain act or type of conduct as contempt of court.,1496,19.txt,"A contempt of court is a criminal offence punishable by up to two years in prison and a fine of up to £20,000."
1496,1497,"Whether a contempt has been committed must be assessed on the basis of the particular judges’ own personal understanding, feelings, sense of dignity and standards of behaviour.",1497,19.txt,Contempt of court refers to a breach of a judge’s duty to uphold the law.
1497,1498,Justice is offended if the judges feel that it has been.,1498,19.txt,Justice is offended if the judges feel that the law has not been followed in the way it should have been.
1498,1499,Their personal feelings are brought to bear in the process of judging whether there has been a contempt of court.,1499,19.txt,Members of the public are invited to give evidence to the Lord Chief Justice and the Lord Chief Justice's fellow judges.
1499,1500,Their own perception and evaluation of the facts and their own judgment are engaged in this process.,1500,19.txt,Members of the public are encouraged to take part in the democratic process.
1500,1501,The Court endorses in this respect the statement of the Supreme Court of the United States in the case of Offutt v. USA (348 U.S. 11. 75 S.Ct.11):,1501,19.txt,The European Court of Human Rights has held that the European Convention on Human Rights (ECHR) does not apply in the case of torture.
1501,1502,"“But judges also are human, and may, in a human way, quite unwittingly identify offence to self with obstruction to law. ",1502,19.txt,"The UK's Chief Justice, Lord Phillips, has said that judges are not human, and may, in a human way, quite unwittingly identify offence to self."
1502,1503,"Accordingly, this Court has deemed it important that district judges guard against this easy confusion by not sitting themselves in judgment upon misconduct of counsel where the contempt charged is entangled with the judge’s personal feeling against the lawyer”.",1503,19.txt,"In a landmark ruling, the Supreme Court of India has said that contempt of court cases should not be confused with contempt of court cases:"
1503,1504," In this connection, the Court notes that, in their decision, the judges of the Assize Court acknowledged that as “persons” they were “deeply insulted” by the applicant, even though they went on to say that this was the least of their concerns, and emphasised the importance for them of upholding the authority and integrity of justice.",1504,19.txt,The Court of Appeal has ruled that the appellant's application for leave to appeal against the decision of the Assize Court to grant him leave to appeal against the decision of the Court of Appeal to grant him leave to appeal against the decision of the Court of Appeal to grant him leave to appeal against the decision of
1504,1505,"In fact, with the exception of Cyprus, this is the practice in the High Contracting Parties to the Convention as regards behaviour which constitutes the criminal offence of contempt of court.",1505,19.txt,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at whether contempt of court is a criminal offence under the European Convention on Human Rights."
1505,1506,"The situation regarding sanctions of a disciplinary nature, in the form of fines, imposed for behaviour which does not attract criminal liability, is different (Ravnsborg v. Sweden, judgment of 23 March 1994, Series A no. 283‑B).",1506,19.txt,The Court of Appeal has held that a person who is found guilty of a criminal offence under the Swedish criminal code is not immune from prosecution under the European Convention on Human Rights (ECHR).
1506,1507,"As regards the applicant’s contention concerning the subjective bias of the judges of the Assize Court, the Court notes that the principle that a tribunal shall be presumed to be free of personal prejudice or partiality is long established in the Court’s case-law (see, for example, Le Compte, Van Leuven and De Meyere v. Belgium, judgment of 23 June 1981, Series A no. 43, p. 25, § 58).",1507,19.txt,The Court of Appeal has rejected an application for leave to appeal against a decision of the European Court of Human Rights (ECHR).
1507,1508,The personal impartiality of each judge must be presumed until there is proof to the contrary (ibid.).,1508,19.txt,All judges must be impartial.
1508,1509,"This was triggered, to some extent, by the court’s interpretation of the word “ravasakia” as “love letters” instead of “notes” although that word has two possible different meanings (see § 23 above), the particular context in which it was used and the applicant’s statement that he saw:
“with [his] own eyes the small pieces of paper going from one judge to an other when [he] was cross-examining ...”.",1509,19.txt,The Court of Appeal’s decision to uphold the High Court’s decision to dismiss the appeal against the decision of the Court of Appeal to dismiss the appeal against the decision of the Court of Appeal to dismiss the appeal against the decision of the Court of Appeal to dismiss the appeal against the decision of the Court of
1509,1510," In this respect, the Court notes that, in their decision, the judges of the Assize Court stated that the applicant “did not hesitate to suggest that the exchange of views between the members of the bench amounted to an exchange of ""ravasakia"", that is, ""love letters""” and acknowledged that as “persons” they had been “deeply insulted” by the applicant, even though they went on to say that this was the least of their concerns.",1510,19.txt,The Court of Justice of the European Union (CJEU) has upheld the decision of the Assize Court of Justice of the European Union (CJEU) to uphold the decision of the Court of Justice of the European Union (CJEU) to uphold the decision of the Court of Justice of the European Union (
1510,1511,"The lack of impartiality is evidenced by the intemperate reaction of the judges to the conduct of the applicant, as evidenced by their haste to try him summarily for the criminal offence of contempt of court without availing themselves of other alternative, less drastic, measures such as a warning, reporting the applicant to his professional body, refusing to hear the applicant unless he withdrew his statements, or asking him to leave the courtroom.",1511,19.txt,The lack of impartiality of the judges of the High Court in the case of the appellant's application for leave to appeal against the decision of the Court of Appeal in the case of the appellant's appeal against the decision of the Court of Appeal in the case of the appellant's appeal against the decision of
1511,1512,"“If the Court’s reaction is not immediate and drastic, we feel that justice will have suffered a disastrous blow (καταστροφικό)”.",1512,19.txt,"The head of the European Court of Human Rights (ECHR), Nils Muinieks, has warned that if the Court does not react quickly to the ruling by the European Court of Human Rights (ECHR) that it could lead to a ""disastrous blow"" for human rights in Europe."
1512,1513,The Court also finds relevant in this connection its observations and conclusions below regarding the complaints of breach of the presumption of innocence and insufficient information as to the nature and cause of the change against the applicant (paragraphs 52-58 and 65-68).,1513,19.txt,The Court of Appeal finds relevant in this application for leave to appeal against the decision of the Court of Appeal to dismiss the application for leave to appeal against the decision of the Court of Appeal to dismiss the application for leave to appeal against the decision of the Court of Appeal to dismiss the application for leave to appeal against
1513,1514," In this respect an additional important factor is the harsh punishment - immediate imprisonment - which they imposed on the applicant while stating, for example:
i) “We cannot conceive of another occasion of such a manifest and unacceptable contempt of court by any person...”",1514,19.txt,The Court of Appeal's decision to uphold the decision of the High Court to dismiss the appeal against the decision of the Court of Appeal to uphold the decision of the Court of Appeal to uphold the decision of the Court of Appeal to uphold the decision of the Court of Appeal to uphold the decision of the Court of
1514,1515," According to the Court’s case-law, it is possible for a higher tribunal, in certain circumstances, to make reparation for an initial violation of the Convention",1515,19.txt,The Court of Justice of the European Union (CJEU) has ruled that the European Court of Human Rights (ECHR) can make reparation for a violation of the Convention on the Rights of the Child.
1515,1516,"(see the De Cubber v. Belgium judgment of 26 October 1984, Series A no. 86, p. 19, § 33).",1516,19.txt,The Court of Justice of the European Union (CJEU) has ruled that the European Court of Human Rights (ECHR) did not have jurisdiction to hear a case brought by the Belgian government against the European Court of Human Rights (ECHR).
1516,1517,"However, in the present case, the Court observes that the Supreme Court agreed with the approach of the first instance court, i.e. that the latter could itself try a case of criminal contempt committed in its face, and rejected the applicant’s complaints which are now before this Court.",1517,19.txt,The Court of Appeal has previously held that criminal contempt of court can only be tried in the first instance court.
1517,1518,There was no retrial of the case by the Supreme Court.,1518,19.txt,The European Court of Human Rights (ECHR) has overturned a decision by the UK's High Court to uphold a ban on gay men serving openly in the armed forces.
