id,argument
1728,"Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature."
1729,This is moreover reflected in the terminology employed.
1730,Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).
1731," In addition, the fine imposed on the applicant was accompanied by an order for his committal to prison in the event of his defaulting on payment (see paragraph 14 above)."
1732,"These considerations are sufficient to establish that the offence of which the applicant was accused may be classified as ""criminal"" for the purposes of the Convention."
1733," There could be no doubt that by the reference in that reservation to ""measures for the deprivation of liberty"" the Austrian Government had meant to include proceedings resulting in such measures."
1734,"Any other construction would not only lack coherence; it would also run counter to the authorities' intention, which had been to remove from the scope of the Convention the whole administrative system, including the substantive and procedural provisions of administrative criminal law."
1735,"That would be so even in a case where, as in this instance, the accused was merely fined, in so far as default on payment of that fine would entail committal to prison."
1736,"Admittedly, the Road Traffic Act 1960 was not one of the four laws designated in the reservation."
1737,"However, one of those laws, the Administrative Criminal Justice Act, stated in section 10 that, except as otherwise provided, the general administrative laws were to determine the nature and severity of sanctions. "
1738,"It mattered little in this respect that section 5 of the Road Traffic Act, which was applied in the present case, had been enacted after the reservation had been deposited, because that provision merely clarified the substance of an existing obligation laid down in section 7 of the Traffic Police Act 1947 (see paragraph 15 above). "
1739,"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:  "
1740,"Any State may, when signing [the] Convention or when depositing its instrument of ratification, make a reservation in respect of any particular provision of the Convention to the extent that any law then in force in its territory is not in conformity with the provision."
1741,Reservations of a general character shall not be permitted under this Article (art. 64).  
1742,"Any reservation made under this Article (art. 64) shall contain a brief statement of the law concerned.""  "
1743,"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.  "
1744," The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art. 5) of the Convention was compatible with Article 64 (art. 64) (Series A no. 266-B, p. 35, para. 21)."
1745,"It therefore remains only to ascertain whether the provisions applied (art. 5, art. 64) in the present case are covered by that reservation."
1746,They differ in certain essential respects from those in issue in the Chorherr case.
1747,"The Court notes that Mr Pfarrmeier based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty."
1748,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied."
1749,"Here, however, the substantive provisions of a different Act, the Road Traffic Act 1960, were applied."
1750,"Albert and Le Compte v. Belgium of 10 February 1983, Series A no. 58, p. 16, para. 29; Öztürk, previously cited, pp. 21-22, para. 56; and Fischer v. Austria of 26 April 1995, Series A no. 312, p. 17, para. 28).  "
1751,The Constitutional Court is not such a body.
1752,"In the present case it could look at the impugned proceedings only from the point of view of their conformity with the Constitution, and this did not enable it to examine all the relevant facts."
1753,The powers of the Administrative Court must be assessed in the light of the fact that the court in this case was sitting in proceedings that were of a criminal nature for the purposes of the Convention.
1754," It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction""."
1755,"These include the power to quash in all respects, on questions of fact and law, the decision of the body below. "
1756,"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 6, 7 and 9 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:"
1757,It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).  
1758,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention."
1759,"Moreover, in a judgment of 14 October 1987 the Constitutional Court held that in respect of criminal penalties not covered by the reservation in respect of Article 5 (art. 5), the limited review conducted by the Administrative Court or the Constitutional Court was insufficient (see paragraph 23 above)."
1760," It follows that the applicant did not have access to a ""tribunal""."
1761,"This was true not only of the administrative authorities, but also of the Constitutional Court, whose review was confined to constitutional issues, and above all of the Administrative Court."
1762,"The latter was bound by the administrative authorities' findings of fact, except where there was a procedural defect within the meaning of section 42(2), sub-paragraph 3, of the Administrative Court Act (see paragraph 21 above)."
1763,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters."
1764,"Moreover, in the event of its quashing an administrative measure, it was not entitled to substitute its own decision for that of the authority concerned, but had always to remit the case to that authority."
1765,"In short, its review was confined exclusively to questions of law and therefore could not be regarded as equivalent to that of a body with full jurisdiction. "
1766,"It cannot speculate as to what the outcome of the proceedings in issue might have been if the violation of the Convention had not occurred (see the Hauschildt v. Denmark judgment of 24 May 1989,"
1767,"Series A no. 154, p. 24, para. 57; the Saïdi v. France judgment of 20 September 1993, Series A no. 261-C, p. 58, para. 49; and the Fischer judgment, previously cited, p. 21, para. 47)."
1768, My main objection to this paragraph is the following.
1769,"In the three civil cases discussed in my aforementioned separate opinion, the Court found that the Austrian Administrative Court met the requirements of a tribunal within the meaning of Article 6 para. 1 (art. 6-1)."
1770," In the paragraph under discussion, however, it reaches the opposite conclusion, stressing that in this case the Administrative Court was sitting in proceedings of a criminal nature."
1771,"One cannot but infer that the Court is of the opinion that in a case which under national law is an ""administrative"" one but under the Convention is a ""criminal"" one, the safeguards afforded by the tribunal that is to review the final decision of the administrative bodies differ from those required in a case that under national law is an ""administrative"" one but under the Convention is a ""civil"" one."
1772,"Nor does the Court offer one, its decision on this crucial point being unsupported by any argument."
1773,This is the more to be regretted as this differentiation is contrary to the Court's case-law  . 
1774, I refer in this context to footnote 62 of my aforementioned separate opinion in the case of Fischer v. Austria. 
1775,"See, inter alia, the Le Compte, Van Leuven and De Meyere v. Belgium judgment of 23 June 1981, Series A no. 43, pp. 23-24, para. 53; the Albert and Le Compte v. Belgium judgment of 10 February 1983, Series A no. 58, p. 17, para. 30; see also the Diennet v. France judgment of 26 September 1995, Series A no. 325-A, pp. 13-14, para. 28. "
1776,"I cannot see any justification for such differentiation, which does not find support in the wording or the purpose of Article 6 (art. 6)  ."
1777, This is moreover reflected in the terminology employed.
1778,Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).
1779,"In addition, the fine imposed on the applicant was accompanied by an order for his committal to prison in the event of his defaulting on payment (see paragraph 15 above)."
1780,"These considerations are sufficient to establish that the offence of which the applicant was accused may be classified as ""criminal"" for the purposes of the Convention."
1781," Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature."
1782,"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:"
1783," It therefore remains only to ascertain whether the provisions applied (art. 5, art. 64) in the present case are covered by that reservation."
1784," Any State may, when signing [the] Convention or when depositing its instrument of ratification, make a reservation in respect of any particular provision of the Convention to the extent that any law then in force in its territory is not in conformity with the provision."
1785,Reservations of a general character shall not be permitted under this Article (art. 64).  
1786,"Any reservation made under this Article (art. 64) shall contain a brief statement of the law concerned.""  "
1787,"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.  "
1788," The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art. 5) of the Convention was compatible with Article 64 (art. 64) (Series A no. 266-B, p. 35, para. 21)."
1789,They differ in certain essential respects from those in issue in the Chorherr case.
1790,"The Court notes that Mr Pramstaller based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty."
1791,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied."
1792,"Here, however, the substantive provisions of a different Act, the Tyrol Building Regulations Act 1978, were applied."
1793," This was true not only of the administrative authorities, but also of the Constitutional Court, whose review was confined to constitutional issues, and above all of the Administrative Court. "
1794,"The latter was bound by the administrative authorities' findings of fact, except where there was a procedural defect within the meaning of section 42(2), sub-paragraph 3, of the Administrative Court Act (see paragraph 22 above)."
1795,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters."
1796,"Moreover, in the event of its quashing an administrative measure, it was not entitled to substitute its own decision for that of the authority concerned, but had always to remit the case to that authority."
1797," In short, its review was confined exclusively to questions of law and therefore could not be regarded as equivalent to that of a body with full jurisdiction. "
1798,"Albert and Le Compte v. Belgium of 10 February 1983, Series A no. 58, p. 16, para. 29; Öztürk, previously cited, pp. 21-22, para. 56; and Fischer v. Austria of 26 April 1995, Series A no. 312, p. 17, para. 28). "
1799,The Constitutional Court is not such a body.
1800,"In the present case it could look at the impugned proceedings only from the point of view of their conformity with the Constitution, and this did not enable it to examine all the relevant facts."
1801,The powers of the Administrative Court must be assessed in the light of the fact that the court in this case was sitting in proceedings that were of a criminal nature for the purposes of the Convention.
1802,"It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction""."
1803,"These include the power to quash in all respects, on questions of fact and law, the decision of the body below."
1804," The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraph 11 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:"
1805, It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).  
1806,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention."
1807,"Moreover, in a judgment of 14 October 1987 the Constitutional Court held that in respect of criminal penalties not covered by the reservation in respect of Article 5 (art. 5), the review carried out by the Administrative Court or the Constitutional Court was insufficient (see paragraph 24 above). "
1808,"It follows that the applicant did not have access to a ""tribunal""."
1809,It cannot speculate as to what the outcome of the proceedings in issue might have been if the violation of the Convention had not occurred
1810,"(see the Hauschildt v. Denmark judgment of 24 May 1989, Series A no. 154, p. 24, para. 57; the Saïdi v. France judgment of 20 September 1993, Series A no. 261-C, p. 58, para. 49; and the Fischer judgment, previously cited, p. 21, para. 47)."
1811, My main objection to this paragraph is the following.
1812,"In the three civil cases discussed in my aforementioned separate opinion, the Court found that the Austrian Administrative Court met the requirements of a tribunal within the meaning of Article 6 para. 1 (art. 6-1)."
1813,"In the paragraph under discussion, however, it reaches the opposite conclusion, stressing that in this case the Administrative Court was sitting in proceedings of a criminal nature."
1814,"One cannot but infer that the Court is of the opinion that in a case which under national law is an ""administrative"" one but under the Convention is a ""criminal"" one, the safeguards afforded by the tribunal that is to review the final decision of the administrative bodies differ from those required in a case that under national law is an ""administrative"" one but under the Convention is a ""civil"" one. "
1815,"I cannot see any justification for such differentiation, which does not find support in the wording or the purpose of Article 6 (art. 6)  ."
1816,"Nor does the Court offer one, its decision on this crucial point being unsupported by any argument. "
1817,This is the more to be regretted as this differentiation is contrary to the Court's case-law  . 
1818, I refer in this context to footnote 62 of my aforementioned separate opinion in the case of Fischer v. Austria.
1819,"See, inter alia, the Le Compte, Van Leuven and De Meyere v. Belgium judgment of 23 June 1981, Series A no. 43, pp. 23-24, para. 53; the Albert and Le Compte v. Belgium judgment of 10 February 1983, Series A no. 58, p. 17, para. 30; see also the Diennet v. France judgment of 26 September 1995, Series A no. 325-A, pp. 13-14, para. 28."
1820,The applicant considered that the law of blasphemy was so uncertain that it was inordinately difficult to establish in advance whether in the eyes of a jury a particular publication would constitute an offence.
1821,"Moreover, it was practically impossible to know what predictions an administrative body - the British Board of Film Classification - would make as to the outcome of a hypothetical prosecution."
1822,"In these circumstances, the applicant could not reasonably be expected to foresee the result of the Board’s speculations."
1823,it was a feature common to most laws and legal systems that tribunals may reach different conclusions even when applying the same law to the same facts.
1824,This did not necessarily make these laws inaccessible or unforeseeable.
1825,"Given the infinite variety of ways of publishing ""contemptuous, reviling, scurrilous or ludicrous matter relating to God, Jesus Christ or the Bible"" (see paragraph 27 above), it would not be appropriate for the law to seek to define in detail which images would or would not be potentially blasphemous."
1826,"The Court reiterates that, according to its case-law, the relevant national ""law"", which includes both statute and common law (see, inter alia, the Sunday Times v. the United Kingdom (no. 1) judgment of 26 April 1979, Series A no. 30, p. 30, para. 47), must be formulated with sufficient precision to enable those concerned - if need be, with appropriate legal advice - to foresee, to a degree that is reasonable in the circumstances, the consequences which a given action may entail."
1827,"A law that confers a discretion is not in itself inconsistent with this requirement, provided that the scope of the discretion and the manner of its exercise are indicated with sufficient clarity, having regard to the legitimate aim in question, to give the individual adequate protection against arbitrary interference (see, for instance, the Tolstoy Miloslavsky v. the United Kingdom judgment of 13 July 1995, Series A no. 316-B, pp. 71-72, para. 37, and the Goodwin v. the United Kingdom judgment of 27 March 1996, Reports of Judgments and Decisions 1996-II, pp. 496-97, para. 31)."
1828,"It is observed that, in refusing a certificate for distribution of the applicant’s video on the basis that it infringed a provision of the criminal law of blasphemy, the British Board of Film Classification acted within its powers under section 4 (1) of the 1984 Act (see paragraph 24 above)."
1829, The Court recognises that the offence of blasphemy cannot by its very nature lend itself to precise legal definition.
1830,"In his submission, the expression ""rights of others"" in the present context only refers to an actual, positive right not to be offended."
1831,It does not include a hypothetical right held by some Christians to avoid disturbance at the prospect of other people’s viewing the video work without being shocked.
1832,"Whether or not there was a real need for protection against exposure to the film in question is a matter which must be addressed below when assessing the ""necessity"" of the interference."
1833, It is true that the English law of blasphemy only extends to the Christian faith.
1834,"Indeed the anomaly of this state of affairs in a multidenominational society was recognised by the Divisional Court in R. v. Chief Metropolitan Stipendiary Magistrate, ex parte Choudhury [1991] 1 All England Law Reports 306 at 317 (see paragraph 28 above)."
1835,"However, it is not for the European Court to rule in abstracto as to the compatibility of domestic law with the Convention."
1836,The extent to which English law protects other beliefs is not in issue before the Court which must confine its attention to the case before it
1837,The uncontested fact that the law of blasphemy does not treat on an equal footing the different religions practised in the United Kingdom does not detract from the legitimacy of the aim pursued in the present context.
1838,The extent to which English law protects other beliefs is not in issue before the Court which must confine its attention to the case before it
1839,  The Court recalls that freedom of expression constitutes one of the essential foundations of a democratic society.
1840,"As paragraph 2 of Article 10 (art. 10-2) expressly recognises, however, the exercise of that freedom carries with it duties and responsibilities."
1841,"Amongst them, in the context of religious beliefs, may legitimately be included a duty to avoid as far as possible an expression that is, in regard to objects of veneration, gratuitously offensive to others and profanatory (see the Otto-Preminger-Institut judgment cited above at paragraph 46, pp. 18-19, paras. 47 and 49)."
1842,"indeed, the overriding social need was to allow it to be distributed."
1843,"Furthermore, since adequate protection was already provided by a panoply of laws - concerning, inter alia, obscenity, public order and disturbances to places of religious worship - blasphemy laws, which are incompatible with the European idea of freedom of expression, were also superfluous in practice."
1844,"In any event, the complete prohibition of a video work that contained no obscenity, no pornography and no element of vilification of Christ was disproportionate to the aim pursued."
1845,This view was reached by both the Board of Film Classification and the Video Appeals Committee following a careful consideration of the arguments in defence of his work presented by the applicant in the course of two sets of proceedings.
1846,"Moreover, it was open to the applicant to challenge the decision of the Appeals Committee in proceedings for judicial review (see paragraph 30 above)."
1847,"Furthermore, having viewed the film for itself, the Court is satisfied that the decisions by the national authorities cannot be said to be arbitrary or excessive."
1848,"It was submitted by both the applicant and the Delegate of the Commission that a short experimental video work would reach a smaller audience than a major feature film, such as the one at issue in the Otto-Preminger-Institut case (cited above at paragraph 46)."
1849,"Furthermore, this risk could have been reduced further by restricting the distribution of the film to licensed sex shops (see paragraph 23 above)."
1850,"Since the film would have been dispensed in video boxes which would have included a description of its content, only consenting adults would ever have been confronted with it."
1851,"The Court notes, however, that it is in the nature of video works that once they become available on the market they can, in practice, be copied, lent, rented, sold and viewed in different homes, thereby easily escaping any form of control by the authorities. "
1852,"In these circumstances, it was not unreasonable for the national authorities, bearing in mind the development of the video industry in the United Kingdom (see paragraph 22 above), to consider that the film could have reached a public to whom it would have caused offence."
1853,The use of a box including a warning as to the film’s content (see paragraph 62 above) would have had only limited efficiency given the varied forms of transmission of video works mentioned above.
1854,"In any event, here too the national authorities are in a better position than the European Court to make an assessment as to the likely impact of such a video, taking into account the difficulties in protecting the public."
1855,  It is true that the measures taken by the authorities amounted to a complete ban on the film’s distribution.
1856,"However, this was an understandable consequence of the opinion of the competent authorities that the distribution of the video would infringe the criminal law and of the refusal of the applicant to amend or cut out the objectionable sequences (see paragraph 13 above)."
1857,"However, the fact remains that there is as yet not sufficient common ground in the legal and social orders of the member States of the Council of Europe to conclude that a system whereby a State can impose restrictions on the propagation of material on the basis that it is blasphemous is, in itself, unnecessary in a democratic society and thus incompatible with the Convention"
1858, In this regard the scope of the offence of blasphemy and the safeguards inherent in the legislation are especially important.
1859,It is against this background that the asserted justification under Article 10 para. 2 (art. 10-2) in the decisions of the national authorities must be considered.
1860,"Bearing in mind the safeguard of the high threshold of profanation embodied in the definition of the offence of blasphemy under English law as well as the State’s margin of appreciation in this area (see paragraph 58 above), the reasons given to justify the measures taken can be considered as both relevant and sufficient for the purposes of Article 10 para. 2 (art. 10-2)."
1861,The risk that any Christian would unwittingly view the video was therefore substantially reduced and so was the need to impose restrictions on its distribution.
1862,Having reached the conclusion that they did as to the blasphemous content of the film it cannot be said that the authorities overstepped their margin of appreciation.
1863,"Admittedly, it is regrettable that the protection afforded by this legislation does not apply to other religions, for such a limitation makes no sense in 1996 now that we have the United Nations and UNESCO instruments on tolerance."
1864,"However, the European Convention on Human Rights does not, on the one hand, prohibit legislation of this type, which is found in a number of member States, and, on the other hand, it leaves scope for review under Article 14 (art. 14)."
1865,In the present case no complaint had been made to the European Court under that Article (art. 14).
1866,"instead of St Teresa’s ecstasies, what had been in issue had been a video showing, for example, the anti-clerical Voltaire having sexual relations with some prince or king."
1867,"What I have written on that subject, with four other judges, in the case of Observer and Guardian v. the United Kingdom  applies not only to the press, but also, mutatis mutandis, to other forms of expression, including video works."
1868,"Judgment of 26 November 1991, Series A no. 216, p. 46"
1869,Section 7 of the Video Recordings Act 1984
1870,"Of course, anything so decided by such authority needs reasonable justification and must not be arbitrary."
1871,"It must, if contested, be subject to judicial review, and it must not have the effect of preventing the courts from deciding, as the case may be, whether the work concerned deserves, or does not deserve, any sanction under existing law."
1872,This was indeed what actually happened in respect of the piece in issue in the present case.
1873,It certainly goes too far. 4.
1874,"To the extent that the criminal law of blasphemy might have been infringed by the applicant, I would observe that the necessity of such laws is very much open to question."
1875,"I am unable to agree with the conclusion of the majority that the interference with the applicant’s right to freedom of expression was ""necessary in a democratic society""."
1876,The British Board of Film Classification and the five-member panel of the VAC took the view that the applicant would commit an offence of blasphemy if his video work Visions of Ecstasy were to be distributed (see paragraph 20 of the judgment).
1877,In cases of prior restraint (censorship) there is interference by the authorities with freedom of expression even though the members of the society whose feelings they seek to protect have not called for such interference.
1878,The interference is based on the opinion of the authorities that they understand correctly the feelings they claim to protect.
1879,The actual opinion of believers remains unknown. 
1880,"The law of blasphemy only protects the Christian religion and, more specifically, the established Church of England (see paragraph 28 of the judgment)."
1881,"As the Court has consistently held, the guarantees enshrined in Article 10 (art. 10) apply not only to information or ideas that are favourably received or regarded as inoffensive, but also to those that shock or disturb."
1882,Artistic impressions are often conveyed through images and situations which may shock or disturb the feelings of a person of average sensitivity.
1883,"since it was based on a discriminatory law, limited to the protection of Christians, and specifically, those of the Anglican faith."
1884,"The Government contended that the applicant’s video work was clearly a provocative and indecent portrayal of an object of religious veneration, that its distribution would have been sufficiently public and widespread to cause offence and that it amounted to an attack on the religious beliefs of Christians which was insulting and offensive."
1885,"The Court observes that the refusal to grant Visions of Ecstasy a distribution certificate was intended to protect ""the rights of others"", and more specifically to provide protection against seriously offensive attacks on matters regarded as sacred by Christians (see paragraph 48 above)."
1886,The laws to which the applicant made reference (see paragraph 54 above) and which pursue related but distinct aims are thus not relevant in this context.
1887,"As the observations filed by the intervenors (see paragraph 5 above) show, blasphemy legislation is still in force in various European countries."
1888,It is true that the application of these laws has become increasingly rare and that several States have recently repealed them altogether.
1889,In the United Kingdom only two prosecutions concerning blasphemy have been brought in the last seventy years (see paragraph 27 above).
1890,"Strong arguments have been advanced in favour of the abolition of blasphemy laws, for example, that such laws may discriminate against different faiths or denominations - as put forward by the applicant - or that legal mechanisms are inadequate to deal with matters of faith or individual belief - as recognised by the Minister of State at the Home Department in his letter of 4 July 1989 (see paragraph 29 above). "
1891,"(see, mutatis mutandis, the Otto-Preminger-Institut judgment cited above at paragraph 46, p. 19, para. 49)."
1892,"Moreover, as in the field of morals, and perhaps to an even greater degree, there is no uniform European conception of the requirements of ""the protection of the rights of others"" in relation to attacks on their religious convictions."
1893,"What is likely to cause substantial offence to persons of a particular religious persuasion will vary significantly from time to time and from place to place, especially in an era characterised by an ever growing array of faiths and denominations."
1894,"By reason of their direct and continuous contact with the vital forces of their countries, State authorities are in principle in a better position than the international judge to give an opinion on the exact content of these requirements with regard to the rights of others as well as on the ""necessity"" of a ""restriction"" intended to protect from such material those whose deepest feelings and convictions would be seriously offended (see, mutatis mutandis, the Müller and Others v. Switzerland judgment of 24 May 1988, Series A no. 133, p. 22, para. 35)."
1895,This does not of course exclude final European supervision.
1896,Such supervision is all the more necessary given the breadth and open-endedness of the notion of blasphemy and the risks of arbitrary or excessive interferences with freedom of expression under the guise of action taken against allegedly blasphemous material
1897,"Moreover the fact that the present case involves prior restraint calls for special scrutiny by the Court (see, mutatis mutandis, the Observer and Guardian v. the United Kingdom judgment of 26 November 1991, Series A no. 216, p. 30, para. 60)."
1898,The Court’s task in this case is to determine whether the reasons relied on by the national authorities to justify the measures interfering with the applicant’s freedom of expression are relevant and sufficient for the purposes of Article 10 para. 2 of the Convention (art. 10-2).
1899,"As regards the content of the law itself, the Court observes that the English law of blasphemy does not prohibit the expression, in any form, of views hostile to the Christian religion."
1900,Nor can it be said that opinions which are offensive to Christians necessarily fall within its ambit.
1901,"As the English courts have indicated (see paragraph 27 above), it is the manner in which views are advocated rather than the views themselves which the law seeks to control."
1902,"The extent of insult to religious feelings must be significant, as is clear from the use by the courts of the adjectives ""contemptuous"", ""reviling"", ""scurrilous"", ""ludicrous"" to depict material of a sufficient degree of offensiveness."
1903,"The high degree of profanation that must be attained constitutes, in itself, a safeguard against arbitrariness."
1904,"Without prejudice to its decision on the objection relating to non-exhaustion of domestic remedies, the Court considers that Mr Ahmet Sadik's widow and children have a legitimate moral interest in obtaining a ruling that his conviction infringed the right to freedom of expression which he relied on before the Convention institutions. "
1905,"Like the Delegate of the Commission, the Court considers that the applicant's heirs also have a definite pecuniary interest under Article 50 of the Convention (art. 50). "
1906,"The Court notes, firstly, that the applicant was convicted by the Greek courts of disturbing, through his writings, the public peace and the peace of the citizens of Western Thrace."
1907,"Furthermore, it notes that the applicant was sentenced to fifteen months' imprisonment, commutable to a fine of GRD 1,000 per day of detention, which sum he paid."
1908,"Relying on the Commission's case-law on the question, they submitted that the complaint relating to a violation of Article 10 (art. 10) was so closely and directly bound up with the deceased applicant's person that his heirs could not assert any specific legal interest which would enable them to continue the proceedings in his stead."
1909,"Moreover, the applicant's case was an isolated one which raised no question of general interest. "
1910,since they concerned the name and cultural identity of an entire minority.
1911,"In support of that argument he referred to the very terms of the Government's application bringing the case before the Court, in which they had declared:"
1912,"""the case concerns important national issues and also raises complex legal problems, since it affects the Muslim minority in Western Thrace"". "
1913,It reiterates that the supervision machinery set up by the Convention is subsidiary to the national human rights protection systems.
1914,"Even if the Greek courts were able, or even obliged, to examine the case of their own motion under the Convention, this cannot have dispensed the applicant from relying on the Convention in those courts or from advancing arguments to the same or like effect before them, thus drawing their attention to the problem he intended to submit subsequently, if need be, to the institutions responsible for European supervision"
1915,"That principle is reflected in the rule set forth in Article 26 (art. 26), which ""dispenses States from answering before an international body for their acts before they have had an opportunity to put matters right through their own legal system"""
1916,"(see the De Wilde, Ooms and Versyp v. Belgium judgment of 18 June 1971, Series A no. 12, p. 29, para. 50). "
1917,"Accordingly, it recognised that Article 26 (art. 26) must be applied with some degree of flexibility and without excessive formalism and that it does not require merely that applications should be made to the appropriate domestic courts and that use should be made of remedies designed to challenge decisions already given."
1918,"It normally requires also that the complaints intended to be made subsequently at Strasbourg should have been made to those same courts, at least in substance and in compliance with the formal requirements and time-limits laid down in domestic law"
1919,"(see the De Wilde, Ooms and Versyp v. Belgium judgment of 18 June 1971, Series A no. 12, p. 29, para. 50). "
1920,"In its judgment of 16 September 1996 in the case of Akdivar and Others v. Turkey (Reports of Judgments and Decisions 1996-IV),"
1921,the Court emphasised that the application of the rule of exhaustion of domestic remedies must make due allowance for the fact that it is being applied in the context of machinery for the protection of human rights that the Contracting Parties have agreed to set up. 
1922,"(see the Cardot v. France judgment of 19 March 1991, Series A no. 200, p. 18, para. 34). "
1923,"The Court notes that the Convention forms an integral part of the Greek legal system, where it takes precedence over every contrary provision of the law (Article 28 para. 1 of the Constitution - see paragraph 19 above)."
1924,It further notes that Article 10 of the Convention (art. 10) is directly applicable;
1925,Mr Ahmet Sadik could therefore have relied on that provision (art. 10) in the Greek courts and complained of a violation thereof in his case. 
1926,"At no time, however, did the applicant rely on Article 10 of the Convention (art. 10), or on arguments to the same or like effect based on domestic law, in the courts dealing with his case. "
1927," In both the Rodopi Criminal Court and the Patras Court of Appeal the applicant, who, in his appeal on points of law, put forward arguments which were based solely on domestic law and did not raise the matter of freedom of expression (see paragraph 17 above), merely defended himself against the charge of disturbing the peace, contrary to Article 192 of the Criminal Code. "
1928,"(see the Van Oosterwijck v. Belgium judgment of 6 November 1980, Series A no. 40, p. 19, para. 39)."
1929,They asserted that neither the applicant nor his lawyers had alleged at any stage of the proceedings in the Rodopi Criminal Court and the Patras Court of Appeal - even indirectly or in abstract terms - any infringement whatsoever of the right to freedom of expression.
1930,"The only reason why, in the Court of Cassation, the applicant had asserted his right to use the term ""Turkish"" to designate the Muslims of Western Thrace had been to prove that the act he had committed was not sufficient to make out the objective element of the offence defined in Article 192 of the Criminal Code."
1931," The Government submitted that Mr Ahmet Sadik had not exhausted domestic remedies, not having raised before the national courts, even in substance, the complaint relating to a violation of Article 10 (art. 10). "
1932,"While it fell to that court to review the constitutionality of a legislative provision proprio motu, it could not - in the absence of an express application to this effect by the parties - consider whether the provision concerned had been applied to the facts of the case before it in a manner compatible with the Constitution. "
1933,"However, no judicial authority in Greece was disposed to affirm that a member of the ""Turkish minority"" enjoyed such a right."
1934,"Be that as it may, the judge in a criminal case had a duty to take into consideration of his own motion, especially when contemplating imposing a heavy sentence on the defendant, the freedoms guaranteed by the Constitution and the Convention, which in Greece took precedence over legislation. "
1935,"Obviously, it has often been pointed out that the Court's case-law has evolved considerably since the Convention came into force. "
1936,"But there is one important distinction to be made. While this evolution is normal - subject to the necessary precautions being taken - with regard to the Convention's substantive provisions, it can only be exceptional and limited with regard to the procedural provisions such as the fundamental rule of international law that domestic remedies must be exhausted."
1937," One of the essential arguments against the Court's doctrine that it has jurisdiction to examine afresh preliminary objections already rejected by the Commission is that this doctrine has rather unpalatable effects: it makes it possible, after long years of Strasbourg proceedings, for very important issues to remain undecided ."
1938,"See paragraph 4.2 of my dissenting opinion in the case of Brozicek v. Italy of 19 December 1989 (Series A no. 167, pp. 23 et seq.). My opposition to this doctrine - which has gradually won some support within the Court - was spurned in the Court's judgment of 25 March 1992 in the case of B. v. France (Series A no. 232-C)."
1939,"Applying the above general considerations to the case of Ahmet Sadik I note in the first place that the Convention forms an integral part of the Greek legal system, where it takes precedence over every contrary provision of the law  and that, moreover, Article 10 (art. 10) is directly applicable under Greek law."
1940," In this context I recall that the grievances raised by the applicant were very broad: he maintained, inter alia, that the prosecution case should have been dismissed and that the Patras Court of Appeal had not given sufficient reasons for its decision "
