kp,argument,match_score
Regarding the alleged violation of Article 5 para.,"Court Organisation Act cannot be considered as an effective remedy to.,applicant's civil rights and obligations within a ""reasonable time"".,within the meaning of Article 6 para.,6-1) of the Convention.",0.9996660947799684
The Commission finds that these complaints raise complex issues.,"As regards the merits of the complaint, the Government, referring.,to the case-law of the Convention organs, argue that the length of the.,proceedings was mainly due to the complexity of the case.",0.999099612236023
The applicant has therefore exhausted domestic remedies and also.,that she filed numerous.,0.9943789839744568
In the light of the reasons.,"The Commission considers, in the light of the criteria.,established by the case-law of the Convention institutions on the.,question of ""reasonable time""",0.9984476566314696
The Commission finds that these complaints raise complex issues.,"the complexity of the case,",0.998884379863739
The needs of democracy justify transparency in such matters.,regard to all the information in its possession,0.9891529083251952
"The applicable principles are, nonetheless, similar.",for adults and is in effect the equivalent sentence imposed on.,0.9714705348014832
"The applicable principles are, nonetheless, similar.","respects, both in nature and applicable procedures.",0.9994636178016664
Regarding the alleged violation of Article 5 para.,"judgments of the Court, Article 5 para.,periodic judicial assessment of the grounds for his detention after the.",0.9978200197219848
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., Weeks judgment of.,114, and Thynne, Wilson and Gunnell judgment.",0.999584138393402
Regarding the alleged violation of Article 5 para.,"adults in respect of which the European Court of Human Rights has held.,that Article 5 para.",0.999429166316986
Since the only justification for his detention is risk.,"Since the only justification for his detention is risk.,or ""dangerousness"", which is a factor susceptible to change,",1.0
Everyone has the right to the freedom of expression.,"requirements of Article 5 para.,An applicant also has no right to.,parties concerning the complaints raised by the applicant.",0.9996883869171144
The Commission finds that these complaints raise complex issues.,that the complaints raise serious issues of fact and law the.,0.9997010231018066
Everyone has the right to the freedom of expression.,An applicant also has no right to.,0.9996883869171144
"Having regard to all these considerations,","They add, in this respect, that although the offence under Section 5.
of the Road Traffic Act was not, as such, in force at the date of the.,reservation, the law then in force did impose an obligation on road.,users to drive with reasonable consideration for other road users.",0.9784327745437622
Regarding the alleged violation of Article 5 para.,"respondent Government also rely on the Austrian reservation to Article.,6) of the Convention.",0.9838273525238036
"Thus, they cannot, on arguable grounds, claim.","In connection with Article 144 para.,provides for non-acceptance of a constitutional complaint on grounds.",0.9996886253356934
"Thus, they cannot, on arguable grounds, claim.","The Government point out that any appeal.,lodged with the Constitutional Court against a decision is subject to.",0.977833330631256
Everyone has the right to the freedom of expression.,"2 of the Federal Constitution,",0.9936488270759584
The Order merely allows the trier of fact.,"They point out that the facts relating to the offence were committed.,on 1 January 1987, that the first instance authority decided the case.,on 16 July 1987 and the second instance authority on 27 July 1988,
whereas Protocol No.",0.9994184970855712
Regarding the alleged violation of Article 5 para.,"Finally, they consider that Article 4 of Protocol No.",0.9785013794898988
Regarding the alleged violation of Article 5 para.,"conclude that Article 4 of Protocol No.,being brought against a person twice under the same provision, but that.,if by a single act an offender contravenes several provisions, he may.,nevertheless be convicted under these.",0.9973849654197692
Regarding the alleged violation of Article 5 para.,the provision of Section 5 para.,0.999483585357666
Regarding the alleged violation of Article 5 para.,"every punishable act, and not merely to the provision of law.",0.9426147937774658
"(see, inter alia and mutatis mutandis, the following judgments:","by the Austrian criminal courts, or double or multiple convictions by.",0.9129285216331482
The Order merely allows the trier of fact.,"They point out that the facts relating to the offence were committed.,on 1 January 1987, that the first instance authority decided the case.,on 16 July 1987 and the second instance authority on 27 July 1988,
whereas Protocol No.",0.9994184970855712
The Commission finds that these complaints raise complex issues.,"The Commission finds that these complaints raise complex issues.,of law under the Convention, including questions concerning the.,5, 6) of the.,Convention, the Austrian declaration to Protocol No.,ratione temporis to deal with the complaints under Protocol No.",1.0
"The applicable principles are, nonetheless, similar.",proceedings similar to those set up by the Convention.,0.999578893184662
who was detained over a long period of time.,"Reference is made for instance to the seizure of the applicant's.,from seeing other persons; and the period of the applicant's detention.",0.9992377758026124
Regarding the alleged violation of Article 5 para.,"Commission's competence under Article 25 (Art.,25) of the Convention.",0.9931281805038452
"Within six months of this date, i.e.","the period after 7 September 1992, the application cannot be declared.,inadmissible as being incompatible ratione temporis with the provisions.",0.9991119503974916
The Commission finds that these complaints raise complex issues.,"However, the applicant's various complaints raise.,different issues in respect of the Commission's competence ratione.",0.9985364675521852
The applicant has therefore exhausted domestic remedies and also.,"on 1 September 1992, i.e.,two months before 16 November 1992, the date.,applicant and on which consequently all domestic remedies had been.",0.999736487865448
The applicant has therefore exhausted domestic remedies and also.,"Under Article 26 (Art.,only deal with the matter after all domestic remedies have been.,exhausted, according to the generally recognised rules of international.,law, and within a period of six months from the date on which the final.",0.9997133612632751
The applicant filed an appeal.,dismissed the applicant's appeal on 13 July 1992.,0.9994775652885436
"(see, inter alia and mutatis mutandis, the following judgments:",On 17 September 1992 the Supreme Court rejected the applicant's further.,0.9654961228370668
The applicant filed an appeal.,The applicant filed an appeal.,1.0
"Within six months of this date, i.e.","Within six months of this date, i.e.",1.0
The applicant has therefore exhausted domestic remedies and also.,"The applicant has therefore exhausted domestic remedies and also.,complied with the six months' time-limit as required by Article 26.",1.0
"The applicable principles are, nonetheless, similar.","to a period prior to 7 September 1992, the date of the entry into force.,temporis with the provisions of the Convention within the meaning of.",0.9990667700767516
The applicant filed an appeal.,"final resort dismissed the applicant's appeal on 13 July 1992, i.e.,before 7 September 1992, the date of the entry into force of the.",0.9983047246932985
Everyone has the right to the freedom of expression.,right actively and freely to express his political views as a member.,0.9997214674949646
No such action has been brought.,"correct formulation of the grounds in respect of which charges were.,brought against the applicant and other persons.",0.9989978671073914
"(see, inter alia and mutatis mutandis, the following judgments:","H.R., judgment of 18 December 1986, Series A no.",0.9685848355293274
Regarding the alleged violation of Article 5 para.,18) of the Convention.,0.968113124370575
The applicant also complains of degrading treatment contrary to.,"He complains in particular that.,various medical experts; as a result, his health seriously.",0.9833229184150696
"For instance, he suffered stenocardiac arrests and had.","For instance, he suffered stenocardiac arrests and had.",1.0
"For instance, he suffered stenocardiac arrests and had.",Twice he had to undergo.,0.9789724946022034
"For instance, he suffered stenocardiac arrests and had.","He was sent to the Sofia Penitentiary Hospital despite the danger of.,infections posing a risk to his health and life.",0.9987988471984864
The applicant also complains of degrading treatment contrary to.,"The applicant also complains of degrading treatment contrary to.,3) of the Convention.",1.0
"For instance, he suffered stenocardiac arrests and had.","from these reports that the applicant suffered from malignant chronic.,lympholeucosis, arterial hypertension and ischemia of the heart.",0.999705970287323
"For instance, he suffered stenocardiac arrests and had.","the applicant had apparently suffered from angina pectoris, there was.",0.999653697013855
The applicant also complains of degrading treatment contrary to.,"In particular, a problem could arise under Article 3 (Art.,Convention if no, or only insufficient, treatment was available to him.",0.9988006353378296
Everyone has the right to the freedom of expression.,"On 7 September 1992, i.e.",0.986107349395752
"For instance, he suffered stenocardiac arrests and had.","However, following a deterioration of his.,cardiovascular condition on 10 and 11 September 1992, he was taken to.",0.9997033476829528
"For instance, he suffered stenocardiac arrests and had.",applicant should take certain medicaments and be placed in a hospital.,0.9285958409309388
"For instance, he suffered stenocardiac arrests and had.","health deteriorated, he was again taken to the Higher Military Medical.",0.9540900588035583
who was detained over a long period of time.,On 30 December 1992 he was released from detention.,0.982694923877716
"For instance, he suffered stenocardiac arrests and had.",The Commission finds that the applicant's state of ill-health was.,0.9301901459693908
No such action has been brought.,At one stage he was even brought to.,0.9323497414588928
Since the only justification for his detention is risk.,"Insofar as the applicant submits that he risked infection, inter.,any particular illness while in hospital.",0.9974380731582642
Regarding the alleged violation of Article 5 para.,"They continuously reviewed the.,3) of the Convention.",0.9808608889579772
"For instance, he suffered stenocardiac arrests and had.",applicant's state of ill-health.,0.9920857548713684
Regarding the alleged violation of Article 5 para.,"The applicant complains under Article 6 (Art.,Convention that the Supreme Court, when considering his appeal on.,13 July 1992, decided in camera without the applicant or other persons.",0.9984682202339172
who was detained over a long period of time.,"However, the fact complained of relates to a period.",0.9959079027175904
No such action has been brought.,applicant have not yet been terminated.,0.999596893787384
No such action has been brought.,"He has not, therefore, been.,""held guilty of any criminal offence"" as set out in Article 7 para.",0.9919508695602416
Regarding the alleged violation of Article 5 para.,7) of the Convention.,0.9864705204963684
Everyone has the right to the freedom of expression.,"published on 11 August 1992, prohibited him from transmitting written.",0.9996291399002076
"Within six months of this date, i.e.",carried into effect until the end of August and in early September.,0.9543258547782898
Everyone has the right to the freedom of expression.,"established any interferences with his right to freedom of expression.,after 7 September 1992, which is the date of the entry into force of.",0.9997013211250304
"(see, inter alia and mutatis mutandis, the following judgments:","9044/80, Chartier v. Italy, Comm.",0.9810609817504884
"The applicable principles are, nonetheless, similar.",It follows that the procedures of the Inter-Parliamentary.,0.9613020420074464
No such action has been brought.,They were not proceedings brought by one of the parties or by a complainant.,0.9992632269859314
"The applicable principles are, nonetheless, similar.",hey constituted a sui generis procedure aimed at securing the unimpeded functioning of the courts and safeguarding the authority of the judiciary.,0.976973593235016
The applicant filed an appeal.,"Furthermore, the fact that the applicant had been able to appeal to the Supreme Court, a judicial body with full jurisdiction to review facts and law, cured any possible breach of the impartiality requirement.",0.9896302819252014
"(see, inter alia and mutatis mutandis, the following judgments:","The Supreme Court had independently found that the applicant had been guilty of the offence of contempt, and had upheld the sentence imposed by the Assize Court.",0.9875853061676024
"Having regard to all these considerations,","the domestic classification of the offence, b) the nature of the offence, and c) the degree of severity of the penalty that the person concerned risks incurring,",0.974968671798706
"(see, inter alia and mutatis mutandis, the following judgments:",Their own perception and evaluation of the facts and their own judgment are engaged in this process.,0.9867488741874696
No such action has been brought.,"that the latter could itself try a case of criminal contempt committed in its face, and rejected the applicant's complaints which are now before this Court.",0.9976186156272888
"Having regard to all these considerations,","Furthermore, the Supreme Court found that it could not interfere with the judgment of the Assize Court, accepting that that court had a margin of appreciation in imposing a sentence on the applicant.",0.9139408469200134
The applicant filed an appeal.,"The applicant filed his appeal the next day, on 15 February 2001, whilst he was serving the five-day sentence of imprisonment.",0.9996191263198853
"Having regard to all these considerations,","In conclusion, the Court considers that there has been a breach of the principle of impartiality, on the basis of both the objective and subjective tests.",0.981306791305542
"Thus, they cannot, on arguable grounds, claim.","The judges had applied the presumption automatically in their decision-making process, but the facts before them had been such as to rebut that presumption.",0.9971296191215516
"The applicable principles are, nonetheless, similar.","All judges were imbued with the necessity of upholding the presumption of innocence, and automatically applied it without having to state expressly in every case that they had done so.",0.9796675443649292
"The applicable principles are, nonetheless, similar.",Section 44.1 (a) of the Courts of Justice Law applies to its full extent .,0.9804814457893372
"The applicable principles are, nonetheless, similar.","In these circumstances, the Court finds that the Assize Court violated the principle of the presumption of innocence.",0.9720315337181092
The needs of democracy justify transparency in such matters.,"Furthermore, the material facts which influenced the court's decision, as expressed in the decision of the majority to impose a prison sentence on him, were not disclosed before that decision.",0.9872560501098632
"the ""protection of the reputation or rights of others"".","He maintained that the wide and adverse media coverage over a number of months had affected his own and his family's life and reputation, as well as his professional and political career.",0.9976671934127808
"For instance, he suffered stenocardiac arrests and had.",He pointed out that diabetics required special medical attention on a daily basis which he had not received during the five days spent in prison.,0.9931704998016356
"For instance, he suffered stenocardiac arrests and had.","He claimed that, following his imprisonment, he had had to undergo treatment.",0.923314332962036
"For instance, he suffered stenocardiac arrests and had.","The applicant relied on medical reports which revealed that his condition had been stable for a long period (since 1998) but, immediately after his imprisonment, he had suffered serious complications.",0.9953036308288574
Regarding the alleged violation of Article 5 para.,The applicant had been found guilty of a violation of the criminal law which both the Assize Court and the Supreme Court had considered to be sufficiently serious to justify a prison sentence.,0.997380554676056
"the ""protection of the reputation or rights of others"".",The Government argued that any loss of reputation and adverse publicity allegedly suffered by the applicant had been a consequence of his own unprofessional and offensive conduct rather than his conviction and imprisonment.,0.9996864795684814
"Having regard to all these considerations,","On an objective assessment of the facts, the applicant's conduct had been inappropriate and of questionable benefit to his client.",0.9866666197776794
The needs of democracy justify transparency in such matters.,"Further, they emphasised that there was no dispute over the underlying facts as to what had happened.",0.9810189604759216
The Order merely allows the trier of fact.,where the facts constituting the offence were to be proved through witnesses.,0.9626254439353944
"The applicable principles are, nonetheless, similar.",The Court sees no reason to depart from the general approach it has adopted in previous cases of a similar nature.,0.9939115047454834
"(see, inter alia and mutatis mutandis, the following judgments:","28, citing the Brogan and Others v. the United Kingdom judgment of 29 November 1988, Series A no.",0.998324692249298
Regarding the alleged violation of Article 5 para.,"As in the case of Fox, Campbell and Hartley, the Government's explanation did not meet the minimum standards set by Article 5 para.,5-1-c) for judging the reasonableness of her arrest and detention.",0.999204695224762
In the light of the reasons.,She did not accept that the reason advanced for non-disclosure was a genuine or valid one.,0.9091474413871764
In the light of the reasons.,She in her turn pointed to circumstances said to cast doubt on the reasonableness of the suspicion.,0.999677300453186
Regarding the alleged violation of Article 5 para.,"With regard to the level of ""suspicion"", the Court would note firstly that, as was observed in its judgment in the case of Brogan and Others, ""sub-paragraph (c) of Article 5 para.",0.9954505562782288
Regarding the alleged violation of Article 5 para.,The object of questioning during detention under sub-paragraph (c) of Article 5 para.,0.999193012714386
who was detained over a long period of time.,The length of the deprivation of liberty at risk may also be material to the level of suspicion required.,0.99082750082016
"(see, inter alia and mutatis mutandis, the following judgments:","(see also the Klass and Others v. Germany judgment of 6 September 1978, Series A no.",0.9923557043075562
Regarding the alleged violation of Article 5 para.,"This does not mean, however, that the investigating authorities have carte blanche under Article 5 (art.",0.9905481934547424
Regarding the alleged violation of Article 5 para.,5-1-c) of the Convention.,0.9994389414787292
The needs of democracy justify transparency in such matters.,At the very least the honesty and bona fides of a suspicion constitute one indispensable element of its reasonableness.,0.9945804476737976
Regarding the alleged violation of Article 5 para.,"(see, among other authorities, the X v. the United Kingdom judgment of 5 November 1981, Series A no.,43, in relation to Article 5 para.,29, in relation to Article 3 (art.",0.9996248483657836
No such action has been brought.,Mrs Murray was neither charged nor brought before a court but was released after an interview lasting a little longer than one hour (see paragraph 14 above).,0.9912593960762024
Regarding the alleged violation of Article 5 para.,"This does not necessarily mean, however, that the purpose of her arrest and detention was not in accordance with Article 5 para.",0.9996032118797302
No such action has been brought.,"It can be assumed that, had these suspicions been confirmed, charges would have been laid and she would have been brought before the competent legal authority.",0.9994102716445924
"Having regard to all these considerations,",What counts for the purpose of compliance with Convention obligations is the substance rather than the form.,0.9785850048065186
Regarding the alleged violation of Article 5 para.,"The first applicant also alleged a violation of Article 5 para.,5-2) of the Convention, which provides:",0.9997227787971495
In the light of the reasons.,"""Everyone who is arrested shall be informed promptly, in a language which he understands, of the reasons for his arrest and of any charge against him.""",0.9987255930900574
"Within six months of this date, i.e.","since she had been released rapidly, before any determination of the lawfulness of her detention could have taken place.",0.962428629398346
Regarding the alleged violation of Article 5 para.,"This bare indication of the legal basis for the arrest, taken on its own, is insufficient for the purposes of Article 5 para.,5-2) (see the above-mentioned Fox, Campbell and Hartley judgment, p. 19, para.",0.993675172328949
The needs of democracy justify transparency in such matters.,"Corporal D. did however remember that questions had been asked about money and about America and the trial judge found her to be a ""transparently honest witness"" (see paragraphs 21 and 24 above).",0.9922785758972168
In the light of the reasons.,The Court therefore finds that the reasons for her arrest were sufficiently brought to her attention during her interview.,0.9956331849098206
Regarding the alleged violation of Article 5 para.,In the context of the present case this interval cannot be regarded as falling outside the constraints of time imposed by the notion of promptness in Article 5 para.,0.9950897097587584
"(see, inter alia and mutatis mutandis, the following judgments:",The Court of Appeal upheld the legality of the search in the present case (see paragraph 30 above).,0.9991555213928224
"(see, inter alia and mutatis mutandis, the following judgments:",It is implicit in the judgments of the national courts that the retention of such details was covered by the same lawful authority derived from section 14 (see paragraph 41 in fine above).,0.996918797492981
"The applicable principles are, nonetheless, similar.",The impugned measures thus had a basis in domestic law.,0.9995817542076112
"Having regard to all these considerations,","It remains to be determined whether they were necessary in a democratic society and, in particular, whether the means employed were proportionate to the legitimate aim pursued.",0.9022932052612304
Everyone has the right to the freedom of expression.,"These two factors affect the fair balance that is to be struck between the exercise by the individual of the right guaranteed to him or her under paragraph 1 of Article 8 (art.,8-1) and the necessity under paragraph 2 (art.",0.9996328353881836
"(see, inter alia and mutatis mutandis, the following judgments:",The domestic courts held that Mrs Murray was genuinely and honestly suspected of the commission of a terrorist-linked crime (see paragraphs 24 and 28 above).,0.9955509901046752
Regarding the alleged violation of Article 5 para.,"The European Court, for its part, has found on the evidence before it that this suspicion could be regarded as reasonable for the purposes of sub-paragraph (c) Article 5 para.,5-1-c) (see paragraph 63 above).",0.9944276809692384
"Having regard to all these considerations,","Furthermore, the ""conditions of extreme tension"", as Lord Griffiths put it in his speech in the House of Lords, under which such arrests in Northern Ireland have to be carried out must be recognised.",0.9548659324645996
In the light of the reasons.,These are legitimate considerations which go to explain and justify the manner in which the entry into and search of the applicants' home were carried out.,0.999450385570526
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the above-mentioned Klass and Others judgment, p. 28, para.",0.999032974243164
"(see, inter alia and mutatis mutandis, the following judgments:","(see the above-mentioned Klass and Others judgment, p. 23, para.",0.9910483956336976
Everyone has the right to the freedom of expression.,It was not contested that the impugned measures interfered with the applicants' exercise of their right to respect for their private and family life and their home.,0.9996756315231324
Regarding the alleged violation of Article 5 para.,"The Court discerns no reason, on the material before it, for not concluding that each of the various measures was ""in accordance with the law"", within the meaning of Article 8 para.",0.9851065874099731
"(see, inter alia and mutatis mutandis, the following judgments:","(see the Brannigan and McBride v. the United Kingdom judgment of 26 May 1993, Series A no.",0.9828049540519714
"(see, inter alia and mutatis mutandis, the following judgments:","notably in the Brogan and Others and Fox, Campbell and Hartley judgments (loc.",0.9975137710571288
Everyone has the right to the freedom of expression.,"Under the Convention scheme of protection of the right to liberty and security of person, the lex specialis as regards entitlement to a remedy is paragraph 4 of Article 5 (art.",0.999648094177246
No such action has been brought.,No complaint however was made by the first applicant under Article 5 para.,0.9994634985923768
The applicant has therefore exhausted domestic remedies and also.,since such domestic proceedings as might have been taken in relation to entry and search would have failed because domestic law provided lawful excuse for those actions.,0.9904116988182068
The applicant has therefore exhausted domestic remedies and also.,13) guarantees the availability of a remedy at national level to enforce the substance of the Convention rights in whatever form they may happen to be secured in the domestic legal order.,0.9995575547218324
The applicant has therefore exhausted domestic remedies and also.,The remedy available to Mrs Murray would have satisfied these conditions.,0.9990729093551636
Everyone has the right to the freedom of expression.,Whether the relevant domestic law as applied to Mrs Murray ensured her a sufficient level of protection of her right to respect for her private life is a substantive issue under Article 8 (art.,0.9996047616004944
The applicant also complains of degrading treatment contrary to.,"The matters complained of by Mrs Murray under Article 8 (art.,8) in this connection have already been found in the present judgment to have been compatible with the requirements of Article 8 (art.",0.9993222951889038
The applicant has therefore exhausted domestic remedies and also.,13) for its part does not go so far as to guarantee Mrs Murray a remedy allowing her to have challenged the content of Northern Ireland law before a national authority,0.9820857048034668
"(see, inter alia and mutatis mutandis, the following judgments:","(see the James and Others judgment, loc.",0.997887909412384
No such action has been brought.,These circumstances may give rise only to a bona fide suspicion of such complicity.,0.9057243466377258
"Having regard to all these considerations,","They do not give rise to a ""reasonable"" suspicion such as to justify the serious measures taken against the applicants unless they are connected with other facts in direct relation to the offence.",0.9718387722969056
Regarding the alleged violation of Article 5 para.,Regarding the alleged violation of Article 5 para.,1.0
The needs of democracy justify transparency in such matters.,"In the Fox, Campbell and Hartley judgment (paragraph 40) the Court declared that ""[p]aragraph 2 of Article 5 (art.,5-2) contains the elementary safeguard that any person arrested should know why he is being deprived of his liberty.",0.9996241331100464
Regarding the alleged violation of Article 5 para.,This provision is an integral part of the scheme of protection afforded by Article 5 (art.,0.9994426369667052
Regarding the alleged violation of Article 5 para.,"The Court's task, as stated by the majority (paragraph 66 of the judgment), is to determine whether the conditions laid down by sub-paragraph (c) of Article 5 para.",0.9988631010055542
Everyone has the right to the freedom of expression.,"1) to secure everyone within their jurisdiction, inter alia, the right to liberty and the right to respect for private life.",0.9996968507766724
Regarding the alleged violation of Article 5 para.,"As to Article 5 para.,5-5) of the Convention, since Mrs Murray's arrest and detention were in breach of paragraphs 1 and 2 of this Article (art.,5-2), she was entitled to an enforceable right to compensation in accordance with this provision.",0.9994756579399108
Regarding the alleged violation of Article 5 para.,"We would recall, as did the Commission (report, paragraph 75), that in the similar case of Fox, Campbell and Hartley (paragraph 46) the Court found a violation of Article 5 para.",0.9996451139450072
Regarding the alleged violation of Article 5 para.,"The alleged violation of Article 8 (art.,8) of the Convention is directly linked with the issues under Article 5 para.,5-1) of the Convention.",0.99964439868927
"Within six months of this date, i.e.","because of the short duration of the detention,",0.9499831795692444
In the light of the reasons.,"This, however, must be preceded by the first phase, wherein the arrested person must be informed of the reasons for the arrest.",0.9993146657943726
In the light of the reasons.,"In the view of the majority (paragraph 77 of the judgment) this guarantee was satisfied because.,""the reasons for her arrest were sufficiently brought to her attention during her interview"".",0.9966344237327576
"Thus, they cannot, on arguable grounds, claim.",It is not really possible to sustain this interpretation of Article 5 para.,0.9752164483070374
"Having regard to all these considerations,","It was suggested by the representative of the Government that ""primary facts"", obtained from a reliable confidential source, which cannot be disclosed must be differentiated from ""something other than the primary facts or information"".",0.9511948227882384
The needs of democracy justify transparency in such matters.,(c) circumstances preventing disclosure of information.,0.9578352570533752
"Having regard to all these considerations,","In my view all three are capable of satisfying the condition of an honest or genuine suspicion, but do not constitute ""at least some facts or information"" on which a reasonable suspicion could be based.",0.9779500365257264
No such action has been brought.,"The problem with these facts, as I see it, is that none of them per se may be held against the first applicant to incriminate her.",0.9660178422927856
Regarding the alleged violation of Article 5 para.,A usual consequence of the implementation of Article 5 para.,0.9322414994239808
Regarding the alleged violation of Article 5 para.,because I do not see a necessary link between the breach of the requirements of Article 5 para.,0.9917301535606384
"Having regard to all these considerations,",Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).,0.9302976131439208
Since the only justification for his detention is risk.,"In addition, the fine imposed on the applicant was accompanied by an order for his committal to prison in the event of his defaulting on payment (see paragraph 14 above).",0.982658326625824
"Having regard to all these considerations,","These considerations are sufficient to establish that the offence of which the applicant was accused may be classified as ""criminal"" for the purposes of the Convention.",0.9986810088157654
Regarding the alleged violation of Article 5 para.,"In the first place, it failed to satisfy the requirements of Article 64 (art.",0.9605174660682678
the application is of such general interest,Reservations of a general character shall not be permitted under this Article (art.,0.9962970614433287
Regarding the alleged violation of Article 5 para.,Any reservation made under this Article (art.,0.9045547246932985
"Having regard to all these considerations,","Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.",0.9468339681625366
Regarding the alleged violation of Article 5 para.,"The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art.,5) of the Convention was compatible with Article 64 (art.",0.9885950684547424
The applicant also complains of degrading treatment contrary to.,"The Court notes that Mr Pfarrmeier based his complaints on Article 6 (art.,6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art.,5) and makes express reference solely to measures for the deprivation of liberty.",0.994461953639984
"The applicable principles are, nonetheless, similar.","Here, however, the substantive provisions of a different Act, the Road Traffic Act 1960, were applied.",0.9956079125404358
Regarding the alleged violation of Article 5 para.,It follows that when the compatibility of those powers with Article 6 para.,0.9828585386276244
The Order merely allows the trier of fact.,"These include the power to quash in all respects, on questions of fact and law, the decision of the body below.",0.999664306640625
Regarding the alleged violation of Article 5 para.,The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para.,0.9994913339614868
Regarding the alleged violation of Article 5 para.,It accordingly lacked the powers required under Article 6 para.,0.9902600646018982
"(see, inter alia and mutatis mutandis, the following judgments:","Moreover, in a judgment of 14 October 1987 the Constitutional Court held that in respect of criminal penalties not covered by the reservation in respect of Article 5 (art.",0.9794318079948424
The Order merely allows the trier of fact.,"The latter was bound by the administrative authorities' findings of fact, except where there was a procedural defect within the meaning of section 42(2), sub-paragraph 3, of the Administrative Court Act (see paragraph 21 above).",0.9143514037132264
"Having regard to all these considerations,","Moreover, in the event of its quashing an administrative measure, it was not entitled to substitute its own decision for that of the authority concerned, but had always to remit the case to that authority.",0.9489547610282898
"The applicable principles are, nonetheless, similar.","In short, its review was confined exclusively to questions of law and therefore could not be regarded as equivalent to that of a body with full jurisdiction.",0.908292591571808
Regarding the alleged violation of Article 5 para.,"In the three civil cases discussed in my aforementioned separate opinion, the Court found that the Austrian Administrative Court met the requirements of a tribunal within the meaning of Article 6 para.",0.9968959093093872
"Thus, they cannot, on arguable grounds, claim.","Nor does the Court offer one, its decision on this crucial point being unsupported by any argument.",0.9996631145477296
The applicant also complains of degrading treatment contrary to.,This is the more to be regretted as this differentiation is contrary to the Court's case-law .,0.986000955104828
"(see, inter alia and mutatis mutandis, the following judgments:","See, inter alia, the Le Compte, Van Leuven and De Meyere v. Belgium judgment of 23 June 1981, Series A no.,53; the Albert and Le Compte v. Belgium judgment of 10 February 1983, Series A no.,30; see also the Diennet v. France judgment of 26 September 1995, Series A no.",0.9972991347312928
"Having regard to all these considerations,",Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).,0.9302976131439208
Since the only justification for his detention is risk.,"In addition, the fine imposed on the applicant was accompanied by an order for his committal to prison in the event of his defaulting on payment (see paragraph 15 above).",0.9838377833366394
"Having regard to all these considerations,","These considerations are sufficient to establish that the offence of which the applicant was accused may be classified as ""criminal"" for the purposes of the Convention.",0.9986810088157654
Regarding the alleged violation of Article 5 para.,"In the first place, it failed to satisfy the requirements of Article 64 (art.",0.9605174660682678
the application is of such general interest,Reservations of a general character shall not be permitted under this Article (art.,0.9962970614433287
Regarding the alleged violation of Article 5 para.,Any reservation made under this Article (art.,0.9045547246932985
"Having regard to all these considerations,","Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here.",0.9468339681625366
Regarding the alleged violation of Article 5 para.,"The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art.,5) of the Convention was compatible with Article 64 (art.",0.9885950684547424
Everyone has the right to the freedom of expression.,"The Court notes that Mr Pramstaller based his complaints on Article 6 (art.,6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art.,5) and makes express reference solely to measures for the deprivation of liberty.",0.9941419959068298
"The applicable principles are, nonetheless, similar.","Here, however, the substantive provisions of a different Act, the Tyrol Building Regulations Act 1978, were applied.",0.9955034852027892
The Order merely allows the trier of fact.,"The latter was bound by the administrative authorities' findings of fact, except where there was a procedural defect within the meaning of section 42(2), sub-paragraph 3, of the Administrative Court Act (see paragraph 22 above).",0.9127938151359558
"Having regard to all these considerations,","Moreover, in the event of its quashing an administrative measure, it was not entitled to substitute its own decision for that of the authority concerned, but had always to remit the case to that authority.",0.9489547610282898
"The applicable principles are, nonetheless, similar.","In short, its review was confined exclusively to questions of law and therefore could not be regarded as equivalent to that of a body with full jurisdiction.",0.908292591571808
Regarding the alleged violation of Article 5 para.,It follows that when the compatibility of those powers with Article 6 para.,0.9828585386276244
The Order merely allows the trier of fact.,"These include the power to quash in all respects, on questions of fact and law, the decision of the body below.",0.999664306640625
Regarding the alleged violation of Article 5 para.,The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para.,0.9994913339614868
Regarding the alleged violation of Article 5 para.,It accordingly lacked the powers required under Article 6 para.,0.9902600646018982
"(see, inter alia and mutatis mutandis, the following judgments:","Moreover, in a judgment of 14 October 1987 the Constitutional Court held that in respect of criminal penalties not covered by the reservation in respect of Article 5 (art.",0.9794318079948424
Regarding the alleged violation of Article 5 para.,"In the three civil cases discussed in my aforementioned separate opinion, the Court found that the Austrian Administrative Court met the requirements of a tribunal within the meaning of Article 6 para.",0.9968959093093872
"Thus, they cannot, on arguable grounds, claim.","Nor does the Court offer one, its decision on this crucial point being unsupported by any argument.",0.9996631145477296
