,arg_id,argument,topic,stance,sents,sents_with_scores
4329,arg_22_142,"in countries like china, where parents can only have one child, it is important to allow them to select the sex of their child.",We should legalize sex selection,1,"['in countries like china, where parents can only have one child, it is important to allow them to select the sex of their child.']","[('in countries like china, where parents can only have one child, it is important to allow them to select the sex of their child.', 0.8463209867477417)]"
4330,arg_22_143,it helps to insure that the parents get the gender of the child they want and will love,We should legalize sex selection,1,[],[]
4331,arg_22_144,"it is better to never be born than to be born to parents who do not want you, therefore, we should legalize sex selection.",We should legalize sex selection,1,[],[]
4332,arg_22_145,it will eliminate the need to keep trying to until you get the gender you want.,We should legalize sex selection,1,[],[]
4333,arg_22_146,it's a personal decision that should not be regulated,We should legalize sex selection,1,[],[]
4334,arg_22_147,Knowing the gender of your baby makes it easier to purchase items for the baby before its birth.,We should legalize sex selection,1,['Knowing the gender of your baby makes it easier to purchase items for the baby before its birth.'],"[('Knowing the gender of your baby makes it easier to purchase items for the baby before its birth.', 0.6741015911102295)]"
4335,arg_22_148,legalized sex selection would help couples prepare for the birth of their baby,We should legalize sex selection,1,['legalized sex selection would help couples prepare for the birth of their baby'],"[('legalized sex selection would help couples prepare for the birth of their baby', 0.9179278612136841)]"
4336,arg_22_149,legalizing medical sex selection can prevent the abortion of unwanted gendered babies,We should legalize sex selection,1,['legalizing medical sex selection can prevent the abortion of unwanted gendered babies'],"[('legalizing medical sex selection can prevent the abortion of unwanted gendered babies', 0.9067531228065491)]"
4337,arg_22_150,legalizing sex selection is the right thing for personal freedom of choice.,We should legalize sex selection,1,['legalizing sex selection is the right thing for personal freedom of choice.'],"[('legalizing sex selection is the right thing for personal freedom of choice.', 0.9516031742095947)]"
4338,arg_22_151,legalizing sex selection will help ensure the children brought into the world will be wanted and loved by their parents.,We should legalize sex selection,1,['legalizing sex selection will help ensure the children brought into the world will be wanted and loved by their parents.'],"[('legalizing sex selection will help ensure the children brought into the world will be wanted and loved by their parents.', 0.9606191515922546)]"
4339,arg_22_152,Legalizing sex selection will help parents to have the exact family makeup they have always dreamed of.,We should legalize sex selection,1,['Legalizing sex selection will help parents to have the exact family makeup they have always dreamed of.'],"[('Legalizing sex selection will help parents to have the exact family makeup they have always dreamed of.', 0.96733558177948)]"
4340,arg_22_153,legalizing sex selection will help reduce the number of children who suffer from sex-linked genetic diseases,We should legalize sex selection,1,['legalizing sex selection will help reduce the number of children who suffer from sex-linked genetic diseases'],"[('legalizing sex selection will help reduce the number of children who suffer from sex-linked genetic diseases', 0.9714934825897217)]"
4341,arg_22_154,maximizing reproductive freedom includes sex selection.,We should legalize sex selection,1,['maximizing reproductive freedom includes sex selection.'],"[('maximizing reproductive freedom includes sex selection.', 0.8364450931549072)]"
4342,arg_22_155,parents have the right to select the sex of their child,We should legalize sex selection,1,['parents have the right to select the sex of their child'],"[('parents have the right to select the sex of their child', 0.8921024799346924)]"
4343,arg_22_156,parents should be able to choose what sex child they are going to have.,We should legalize sex selection,1,['parents should be able to choose what sex child they are going to have.'],"[('parents should be able to choose what sex child they are going to have.', 0.8363667130470276)]"
4344,arg_22_157,"Parents should be able to plan out their family the way they please and that includes selecting the sex of their children, if possible.",We should legalize sex selection,1,"['Parents should be able to plan out their family the way they please and that includes selecting the sex of their children, if possible.']","[('Parents should be able to plan out their family the way they please and that includes selecting the sex of their children, if possible.', 0.9208226799964905)]"
4345,arg_22_158,parents should be able to utilize any technological advances they wish in order to build their ideal family.,We should legalize sex selection,1,['parents should be able to utilize any technological advances they wish in order to build their ideal family.'],"[('parents should be able to utilize any technological advances they wish in order to build their ideal family.', 0.9026679992675781)]"
4346,arg_22_159,parents should have the right to decide what gender of child they want.,We should legalize sex selection,1,['parents should have the right to decide what gender of child they want.'],"[('parents should have the right to decide what gender of child they want.', 0.9234681725502014)]"
4347,arg_22_160,parents should have the right to make decisions about their own child.,We should legalize sex selection,1,['parents should have the right to make decisions about their own child.'],"[('parents should have the right to make decisions about their own child.', 0.8916035890579224)]"
4348,arg_22_161,people being able to outwardly choose how they feel on the inside is important,We should legalize sex selection,1,['people being able to outwardly choose how they feel on the inside is important'],"[('people being able to outwardly choose how they feel on the inside is important', 0.6417441368103027)]"
4349,arg_22_162,people should be able to choose the sex of children if they want to,We should legalize sex selection,1,['people should be able to choose the sex of children if they want to'],"[('people should be able to choose the sex of children if they want to', 0.8025128841400146)]"
4350,arg_22_163,people should be able to chose the sex of their child,We should legalize sex selection,1,['people should be able to chose the sex of their child'],"[('people should be able to chose the sex of their child', 0.7910194396972656)]"
4351,arg_22_164,people should be able to select the sex of the children so that they can balance their family the way they wish it to be.,We should legalize sex selection,1,['people should be able to select the sex of the children so that they can balance their family the way they wish it to be.'],"[('people should be able to select the sex of the children so that they can balance their family the way they wish it to be.', 0.879218578338623)]"
4352,arg_22_165,people should be able to utilize new sciences as they please.,We should legalize sex selection,1,['people should be able to utilize new sciences as they please.'],"[('people should be able to utilize new sciences as they please.', 0.7721245884895325)]"
4353,arg_22_166,people should have the freedom to choose the gender they want their baby to be.,We should legalize sex selection,1,['people should have the freedom to choose the gender they want their baby to be.'],"[('people should have the freedom to choose the gender they want their baby to be.', 0.8898054361343384)]"
4354,arg_22_167,people should have the right to choose the sex of their child,We should legalize sex selection,1,['people should have the right to choose the sex of their child'],"[('people should have the right to choose the sex of their child', 0.895108163356781)]"
4355,arg_22_168,"People's freedoms should be maximized as long as no one is harmed. Therefore, a couple should have the freedom to choose the sex of its child.",We should legalize sex selection,1,"[""People's freedoms should be maximized as long as no one is harmed."", 'Therefore, a couple should have the freedom to choose the sex of its child.']","[(""People's freedoms should be maximized as long as no one is harmed."", 0.8568920493125916), ('Therefore, a couple should have the freedom to choose the sex of its child.', 0.8725113272666931)]"
4356,arg_22_169,sec selection is a right parents have in the process of childbirth,We should legalize sex selection,1,['sec selection is a right parents have in the process of childbirth'],"[('sec selection is a right parents have in the process of childbirth', 0.7425181269645691)]"
4357,arg_22_170,"sex section could be useful in balancing the genders of a larger family, and surely parents can be afforded some degree of control?",We should legalize sex selection,1,"['sex section could be useful in balancing the genders of a larger family, and surely parents can be afforded some degree of control?']","[('sex section could be useful in balancing the genders of a larger family, and surely parents can be afforded some degree of control?', 0.826482892036438)]"
4358,arg_22_171,sex selection allows families to be balanced.,We should legalize sex selection,1,['sex selection allows families to be balanced.'],"[('sex selection allows families to be balanced.', 0.839755117893219)]"
4359,arg_22_172,sex selection allows for closer relationships between parent and child when they get the sex of child they desire,We should legalize sex selection,1,['sex selection allows for closer relationships between parent and child when they get the sex of child they desire'],"[('sex selection allows for closer relationships between parent and child when they get the sex of child they desire', 0.870965838432312)]"
4360,arg_22_173,sex selection allows for families to better match the unit that will better match their ideal family unit,We should legalize sex selection,1,['sex selection allows for families to better match the unit that will better match their ideal family unit'],"[('sex selection allows for families to better match the unit that will better match their ideal family unit', 0.8368014097213745)]"
4361,arg_22_174,sex selection allows parents to get the type of child they wish and prepare accordingly for their raising.,We should legalize sex selection,1,['sex selection allows parents to get the type of child they wish and prepare accordingly for their raising.'],"[('sex selection allows parents to get the type of child they wish and prepare accordingly for their raising.', 0.9237706065177917)]"
4362,arg_22_175,sex selection allows parents who want a girl to get a girl.,We should legalize sex selection,1,['sex selection allows parents who want a girl to get a girl.'],"[('sex selection allows parents who want a girl to get a girl.', 0.7769308090209961)]"
4363,arg_22_176,sex selection can allow for stable families to be formed,We should legalize sex selection,1,['sex selection can allow for stable families to be formed'],"[('sex selection can allow for stable families to be formed', 0.8310479521751404)]"
4364,arg_22_177,sex selection can be used to help balance out families so that there aren't several kids of one gender.,We should legalize sex selection,1,"[""sex selection can be used to help balance out families so that there aren't several kids of one gender.""]","[(""sex selection can be used to help balance out families so that there aren't several kids of one gender."", 0.859568178653717)]"
4365,arg_22_178,"sex selection can be useful for a family to balance out their's; say a family has three boys, and wants a girl.",We should legalize sex selection,1,"[""sex selection can be useful for a family to balance out their's; say a family has three boys, and wants a girl.""]","[(""sex selection can be useful for a family to balance out their's; say a family has three boys, and wants a girl."", 0.7163955569267273)]"
4366,arg_22_179,sex selection can equalize and protect the population by keeping population levels proportional. if the population begins to dip because of not enough females sex selection solves this.,We should legalize sex selection,1,"['sex selection can equalize and protect the population by keeping population levels proportional.', 'if the population begins to dip because of not enough females sex selection solves this.']","[('sex selection can equalize and protect the population by keeping population levels proportional.', 0.9492572546005249), ('if the population begins to dip because of not enough females sex selection solves this.', 0.8357601165771484)]"
4367,arg_22_180,Sex selection can prevent gender-specific diseases from being passed onto a baby.,We should legalize sex selection,1,['Sex selection can prevent gender-specific diseases from being passed onto a baby.'],"[('Sex selection can prevent gender-specific diseases from being passed onto a baby.', 0.9198731184005737)]"
4368,arg_22_181,sex selection does not hurt anybody so people should have the freedom to choose the sex of their child,We should legalize sex selection,1,['sex selection does not hurt anybody so people should have the freedom to choose the sex of their child'],"[('sex selection does not hurt anybody so people should have the freedom to choose the sex of their child', 0.803557276725769)]"
4369,arg_22_182,sex selection enhances people's right to choose and should be legalized.,We should legalize sex selection,1,"[""sex selection enhances people's right to choose and should be legalized.""]","[(""sex selection enhances people's right to choose and should be legalized."", 0.9265668988227844)]"
4370,arg_22_183,"sex selection is a choice that should be between the parents, not something the government to be involved in.",We should legalize sex selection,1,"['sex selection is a choice that should be between the parents, not something the government to be involved in.']","[('sex selection is a choice that should be between the parents, not something the government to be involved in.', 0.7998095750808716)]"
4371,arg_22_184,sex selection is a legitimate way to ensure that the population is balanced between men and women.,We should legalize sex selection,1,['sex selection is a legitimate way to ensure that the population is balanced between men and women.'],"[('sex selection is a legitimate way to ensure that the population is balanced between men and women.', 0.954978883266449)]"
4372,arg_22_185,"sex selection is a safe tool to help parents attain the family they dream of, thus should be legalized",We should legalize sex selection,1,"['sex selection is a safe tool to help parents attain the family they dream of, thus should be legalized']","[('sex selection is a safe tool to help parents attain the family they dream of, thus should be legalized', 0.9615997672080994)]"
4373,arg_22_186,sex selection is all normal. parents should be free to choose which of a son or a daughter they want to raise,We should legalize sex selection,1,"['sex selection is all normal.', 'parents should be free to choose which of a son or a daughter they want to raise']","[('sex selection is all normal.', 0.5032809376716614), ('parents should be free to choose which of a son or a daughter they want to raise', 0.8628270030021667)]"
4374,arg_22_187,sex selection is the perfect solution to a family that has a history of all one gender. many families want the perfect one and one so it's perfect for those as well. it's a win no matter how you look.,We should legalize sex selection,1,"['sex selection is the perfect solution to a family that has a history of all one gender.', ""many families want the perfect one and one so it's perfect for those as well.""]","[('sex selection is the perfect solution to a family that has a history of all one gender.', 0.8003454208374023), (""many families want the perfect one and one so it's perfect for those as well."", 0.594387412071228)]"
4375,arg_22_188,sex selection permits an equal balance of children of each sex to be born,We should legalize sex selection,1,['sex selection permits an equal balance of children of each sex to be born'],"[('sex selection permits an equal balance of children of each sex to be born', 0.8986536264419556)]"
4376,arg_22_189,sex selection should be a choice for parents to make and therefore should be legalized.,We should legalize sex selection,1,['sex selection should be a choice for parents to make and therefore should be legalized.'],"[('sex selection should be a choice for parents to make and therefore should be legalized.', 0.8767224550247192)]"
4377,arg_22_190,sex selection should be a constitutional right of a parent,We should legalize sex selection,1,['sex selection should be a constitutional right of a parent'],"[('sex selection should be a constitutional right of a parent', 0.8694841265678406)]"
4378,arg_22_191,sex selection should be a parent's choice.,We should legalize sex selection,1,"[""sex selection should be a parent's choice.""]","[(""sex selection should be a parent's choice."", 0.7397313117980957)]"
4379,arg_22_192,sex selection should be allowed in certain circumstances,We should legalize sex selection,1,['sex selection should be allowed in certain circumstances'],"[('sex selection should be allowed in certain circumstances', 0.6835612654685974)]"
4380,arg_22_193,sex selection should be allowed so that families can have children of the gender they desire without overpopulating in an attempt to gain the desires sex. selection would reduce births of an unwanted sex.,We should legalize sex selection,1,"['sex selection should be allowed so that families can have children of the gender they desire without overpopulating in an attempt to gain the desires sex.', 'selection would reduce births of an unwanted sex.']","[('sex selection should be allowed so that families can have children of the gender they desire without overpopulating in an attempt to gain the desires sex.', 0.874907910823822), ('selection would reduce births of an unwanted sex.', 0.8320159316062927)]"
4381,arg_22_194,sex selection should be allowed to those who want a certain gender.,We should legalize sex selection,1,['sex selection should be allowed to those who want a certain gender.'],"[('sex selection should be allowed to those who want a certain gender.', 0.7920657396316528)]"
4382,arg_22_195,sex selection should be legal for parents to select the sex of the child. parents with all boys or all girls should have the choice of selecting the other sex.,We should legalize sex selection,1,"['sex selection should be legal for parents to select the sex of the child.', 'parents with all boys or all girls should have the choice of selecting the other sex.']","[('sex selection should be legal for parents to select the sex of the child.', 0.8684995770454407), ('parents with all boys or all girls should have the choice of selecting the other sex.', 0.8330538272857666)]"
4383,arg_22_196,sex selection should be legalised as in the right circumstances can avoid necessary pain and suffering for children who would be born with life limiting conditions.,We should legalize sex selection,1,['sex selection should be legalised as in the right circumstances can avoid necessary pain and suffering for children who would be born with life limiting conditions.'],"[('sex selection should be legalised as in the right circumstances can avoid necessary pain and suffering for children who would be born with life limiting conditions.', 0.8420471549034119)]"
4384,arg_22_197,sex selection should be legalised for parents who wish to choose the sex of their child. it is no one else's business but their own.,We should legalize sex selection,1,['sex selection should be legalised for parents who wish to choose the sex of their child.'],"[('sex selection should be legalised for parents who wish to choose the sex of their child.', 0.8791740536689758)]"
4385,arg_22_198,sex selection should be legalized as it should be the parents choice a couple may have three boys and want a girl,We should legalize sex selection,1,['sex selection should be legalized as it should be the parents choice a couple may have three boys and want a girl'],"[('sex selection should be legalized as it should be the parents choice a couple may have three boys and want a girl', 0.8720841407775879)]"
4386,arg_22_199,sex selection should be legalized because it gives couples the options to plan a family,We should legalize sex selection,1,['sex selection should be legalized because it gives couples the options to plan a family'],"[('sex selection should be legalized because it gives couples the options to plan a family', 0.9467329978942871)]"
4387,arg_22_200,"sex selection should be permitted in countries where children are only permitted to have one child, otherwise if children of the undesired sex are born they may end up in an orphanage.",We should legalize sex selection,1,"['sex selection should be permitted in countries where children are only permitted to have one child, otherwise if children of the undesired sex are born they may end up in an orphanage.']","[('sex selection should be permitted in countries where children are only permitted to have one child, otherwise if children of the undesired sex are born they may end up in an orphanage.', 0.8130097985267639)]"
4388,arg_22_201,"sex selection would allow the ability to balance the gender gap, allowing for an even capability to increase the population reproductively.",We should legalize sex selection,1,"['sex selection would allow the ability to balance the gender gap, allowing for an even capability to increase the population reproductively.']","[('sex selection would allow the ability to balance the gender gap, allowing for an even capability to increase the population reproductively.', 0.8526408672332764)]"
4389,arg_22_202,sex selection would fulfill the dreams of many parents.,We should legalize sex selection,1,['sex selection would fulfill the dreams of many parents.'],"[('sex selection would fulfill the dreams of many parents.', 0.7860340476036072)]"
4390,arg_22_203,sex selection would stop people having an abortion when they don't have the gender of child they wanted.,We should legalize sex selection,1,"[""sex selection would stop people having an abortion when they don't have the gender of child they wanted.""]","[(""sex selection would stop people having an abortion when they don't have the gender of child they wanted."", 0.8783544301986694)]"
4391,arg_22_204,sex selections gives a family the children that they wish for,We should legalize sex selection,1,['sex selections gives a family the children that they wish for'],"[('sex selections gives a family the children that they wish for', 0.796896755695343)]"
4392,arg_22_205,"Since the parents create the fetus, they should be entitled to choose it's sex",We should legalize sex selection,1,"[""Since the parents create the fetus, they should be entitled to choose it's sex""]","[(""Since the parents create the fetus, they should be entitled to choose it's sex"", 0.6459060907363892)]"
4393,arg_22_206,some couples may have devastating genetic diseases tied to sex so having a choice for a healthy child is immense,We should legalize sex selection,1,['some couples may have devastating genetic diseases tied to sex so having a choice for a healthy child is immense'],"[('some couples may have devastating genetic diseases tied to sex so having a choice for a healthy child is immense', 0.8831236958503723)]"
4394,arg_22_207,"some illnesses are inherited by one gender or another, sex selection would enable these families to have a child without this illness, it would also result in fewer abortions of children who are the wrong sex.",We should legalize sex selection,1,"['some illnesses are inherited by one gender or another, sex selection would enable these families to have a child without this illness, it would also result in fewer abortions of children who are the wrong sex.']","[('some illnesses are inherited by one gender or another, sex selection would enable these families to have a child without this illness, it would also result in fewer abortions of children who are the wrong sex.', 0.9061668515205383)]"
4395,arg_22_208,"some parents may already have 2 boys and kept all of their clothes, etc. if they can chose to have another boy they will be able to save a large amount of money by not having to buy new gender specific items.",We should legalize sex selection,1,"['some parents may already have 2 boys and kept all of their clothes, etc.', 'if they can chose to have another boy they will be able to save a large amount of money by not having to buy new gender specific items.']","[('some parents may already have 2 boys and kept all of their clothes, etc.', 0.38943788409233093), ('if they can chose to have another boy they will be able to save a large amount of money by not having to buy new gender specific items.', 0.7450563907623291)]"
4396,arg_22_209,some serious genetic disorders which are linked to the sex of a child can be avoided if sex selection is allowed,We should legalize sex selection,1,['some serious genetic disorders which are linked to the sex of a child can be avoided if sex selection is allowed'],"[('some serious genetic disorders which are linked to the sex of a child can be avoided if sex selection is allowed', 0.911339521408081)]"
4397,arg_22_210,the prohibition of sex work makes it much more dangerous for those who exercise it under these conditions to ask for help from the authorities. by,We should legalize sex selection,1,"['the prohibition of sex work makes it much more dangerous for those who exercise it under these conditions to ask for help from the authorities.', 'by']","[('the prohibition of sex work makes it much more dangerous for those who exercise it under these conditions to ask for help from the authorities.', 0.8518675565719604), ('by', 0.36389556527137756)]"
4398,arg_22_211,the right to bodily autonomy permits mothers to have abortions for sex selective purposes,We should legalize sex selection,1,['the right to bodily autonomy permits mothers to have abortions for sex selective purposes'],"[('the right to bodily autonomy permits mothers to have abortions for sex selective purposes', 0.8163477182388306)]"
4399,arg_22_212,the selection of sex can help to overcome hereditary diseases that are typical of a specific sex,We should legalize sex selection,1,['the selection of sex can help to overcome hereditary diseases that are typical of a specific sex'],"[('the selection of sex can help to overcome hereditary diseases that are typical of a specific sex', 0.8833433389663696)]"
4400,arg_22_213,the selection of sex is a private and personal decision of the parents and must be respected,We should legalize sex selection,1,['the selection of sex is a private and personal decision of the parents and must be respected'],"[('the selection of sex is a private and personal decision of the parents and must be respected', 0.8761376142501831)]"
4401,arg_22_214,the selection of sex is a valid option for couples who wish to take it,We should legalize sex selection,1,['the selection of sex is a valid option for couples who wish to take it'],"[('the selection of sex is a valid option for couples who wish to take it', 0.7490756511688232)]"
4402,arg_22_215,the uses of technology for the selection of the sex of children will help to balance the sex of the population,We should legalize sex selection,1,['the uses of technology for the selection of the sex of children will help to balance the sex of the population'],"[('the uses of technology for the selection of the sex of children will help to balance the sex of the population', 0.828850507736206)]"
4403,arg_22_216,"there are many medical conditions that are related to a specific gender, if either of the parents are known carriers of a disease they may be able to use sex selection to make sure they have a healthy baby",We should legalize sex selection,1,[],[]
4404,arg_22_217,there are some genetic disorders which affect only one gender; sex selection can save parents these consequences.,We should legalize sex selection,1,[],[]
4405,arg_22_218,"there are some parents that only want girls or just boys, while other want one of each. sex selection allows them to have the children they actually want which generally means better care for the child.",We should legalize sex selection,1,['sex selection allows them to have the children they actually want which generally means better care for the child.'],"[('sex selection allows them to have the children they actually want which generally means better care for the child.', 0.9044731855392456)]"
4406,arg_22_219,there are valid medical reasons for using sex selection to combat certain diseases,We should legalize sex selection,1,[],[]
4407,arg_22_220,there could well be valid medical and genetic reasons why a couple may which to ensure a child of a particulat gender - this should be an available option for them.,We should legalize sex selection,1,[],[]
4408,arg_22_221,there is nothing wrong with a family wanting a specific sex when they have a child. this should be supported and families should be helped in any way to achieve their desired result.,We should legalize sex selection,1,['this should be supported and families should be helped in any way to achieve their desired result.'],"[('this should be supported and families should be helped in any way to achieve their desired result.', 0.7882936000823975)]"
4409,arg_22_222,"there seems to be no harm to wanting to choose the sex of your baby, particularly if there are hereditary diseases which affect your family that could be stopped by choosing one sex over the other.",We should legalize sex selection,1,[],[]
4410,arg_22_223,"this is needed in areas where the population is unequal. when only one sex is the majority, that population would eventually cease. there wouldn't be enough mates.",We should legalize sex selection,1,"['this is needed in areas where the population is unequal.', 'when only one sex is the majority, that population would eventually cease.']","[('this is needed in areas where the population is unequal.', 0.7404753565788269), ('when only one sex is the majority, that population would eventually cease.', 0.7248378396034241)]"
4411,arg_22_224,this should be left up to the adults to decide since adults can make their own choices,We should legalize sex selection,1,['this should be left up to the adults to decide since adults can make their own choices'],"[('this should be left up to the adults to decide since adults can make their own choices', 0.5824124217033386)]"
4412,arg_22_225,this will lead to fewer unwanted children and improve parental satisfaction,We should legalize sex selection,1,['this will lead to fewer unwanted children and improve parental satisfaction'],"[('this will lead to fewer unwanted children and improve parental satisfaction', 0.8222776651382446)]"
4413,arg_22_226,we should be able to choose the sex we wish to have.,We should legalize sex selection,1,[],[]
4414,arg_22_227,we should legalise sex selection because some genetic diseases can only be found in either man or females and if it runs in the family then it can give the child a chance to live a normal life.,We should legalize sex selection,1,[],[]
4415,arg_22_228,we should legalize sex selection as everyone should have the right to determine the sex of their children.,We should legalize sex selection,1,[],[]
4416,arg_22_229,we should legalize sex selection as it is a parents right to choose and many families may want a girl after many boys and so sex selection will help ensure a wanted pregnancy.,We should legalize sex selection,1,[],[]
4417,arg_22_230,we should legalize sex selection as people have every right to chose the sex of the child they wish to raise.,We should legalize sex selection,1,[],[]
4418,arg_22_231,We should legalize sex selection as with all the developments in the world we should be allowed to choose the sex of our children.,We should legalize sex selection,1,[],[]
4419,arg_22_232,we should legalize sex selection because i think people should be able to pick if they want their child to be a boy or a girl,We should legalize sex selection,1,[],[]
4420,arg_22_233,"We should legalize sex selection because in regions where infanticide is practiced, this would make it unnecessary.",We should legalize sex selection,1,[],[]
4421,arg_22_234,we should legalize sex selection because it gives the parents a choice of choosing exactly the kind of family they want,We should legalize sex selection,1,[],[]
4422,arg_22_235,We should legalize sex selection because it is not the government's place to force women to carry an unwanted pregnancy to term.,We should legalize sex selection,1,[],[]
4423,arg_22_236,we should legalize sex selection because it lets the family choose what kind of child they will have,We should legalize sex selection,1,[],[]
4424,arg_22_237,we should legalize sex selection because it should be up to people to make that choice. freedom of choice is vital in democracies and should be protected where possible.,We should legalize sex selection,1,['freedom of choice is vital in democracies and should be protected where possible.'],"[('freedom of choice is vital in democracies and should be protected where possible.', 0.9035662412643433)]"
4425,arg_22_238,we should legalize sex selection because it would be sensational to be able to decide which sex of child we would like to have.,We should legalize sex selection,1,[],[]
4426,arg_22_239,we should legalize sex selection because people should be able to pick the sex of the baby they want instead of having the sex forced on them,We should legalize sex selection,1,[],[]
4427,arg_22_240,we should legalize sex selection because people should have the right to pick if they want to raise a boy or a girl,We should legalize sex selection,1,[],[]
4428,arg_22_241,we should legalize sex selection because the parents are free to decide what gender they want,We should legalize sex selection,1,[],[]
4429,arg_22_242,"we should legalize sex selection. if i want to have a baby girl, who has the right to deny me my wish? what if i had two boys already and don't want a third?",We should legalize sex selection,1,"['if i want to have a baby girl, who has the right to deny me my wish?']","[('if i want to have a baby girl, who has the right to deny me my wish?', 0.6565542221069336)]"
4430,arg_22_243,"when families are only permitted to have one child, it is important for parents to be able to select the sex of that child.",We should legalize sex selection,1,"['when families are only permitted to have one child, it is important for parents to be able to select the sex of that child.']","[('when families are only permitted to have one child, it is important for parents to be able to select the sex of that child.', 0.8541520833969116)]"
4431,arg_23_0,a flag is mass produced and has no added commercial value other than the material it is made with,We should prohibit flag burning,-1,['a flag is mass produced and has no added commercial value other than the material it is made with'],"[('a flag is mass produced and has no added commercial value other than the material it is made with', 0.695807933807373)]"
4432,arg_23_1,a flag is only a symbol and permitting burning it as an expression of anger is free speech,We should prohibit flag burning,-1,['a flag is only a symbol and permitting burning it as an expression of anger is free speech'],"[('a flag is only a symbol and permitting burning it as an expression of anger is free speech', 0.9178333282470703)]"
4433,arg_23_2,a person has a right to state his opinion about how he feels about his country,We should prohibit flag burning,-1,['a person has a right to state his opinion about how he feels about his country'],"[('a person has a right to state his opinion about how he feels about his country', 0.8306432962417603)]"
4434,arg_23_3,"america was founded by the freedom of expression, so people should be allowed to burn a flag, regardless of whether i agree with the concept or not",We should prohibit flag burning,-1,"['america was founded by the freedom of expression, so people should be allowed to burn a flag, regardless of whether i agree with the concept or not']","[('america was founded by the freedom of expression, so people should be allowed to burn a flag, regardless of whether i agree with the concept or not', 0.8271828889846802)]"
4435,arg_23_4,burning a flag is a constitutional right and should not be prohibited.,We should prohibit flag burning,-1,['burning a flag is a constitutional right and should not be prohibited.'],"[('burning a flag is a constitutional right and should not be prohibited.', 0.8779252171516418)]"
4436,arg_23_5,"burning a flag is a form of free speech, therefore it forms a constitutional right and should not be banned.",We should prohibit flag burning,-1,"['burning a flag is a form of free speech, therefore it forms a constitutional right and should not be banned.']","[('burning a flag is a form of free speech, therefore it forms a constitutional right and should not be banned.', 0.9589929580688477)]"
4437,arg_23_6,"burning a flag is a form of speech and as we have freedom of speech in our nation, it should be allowed under the constitution.",We should prohibit flag burning,-1,"['burning a flag is a form of speech and as we have freedom of speech in our nation, it should be allowed under the constitution.']","[('burning a flag is a form of speech and as we have freedom of speech in our nation, it should be allowed under the constitution.', 0.9573127031326294)]"
4438,arg_23_7,"burning of the flag is free speech. even if we don't agree, it's still protected and should remain as such.",We should prohibit flag burning,-1,"['burning of the flag is free speech.', ""even if we don't agree, it's still protected and should remain as such.""]","[('burning of the flag is free speech.', 0.9088518619537354), (""even if we don't agree, it's still protected and should remain as such."", 0.7986024022102356)]"
4439,arg_23_8,burning the flag is a strong and valid way of making a statement against an oppressive regime that is non-violent,We should prohibit flag burning,-1,['burning the flag is a strong and valid way of making a statement against an oppressive regime that is non-violent'],"[('burning the flag is a strong and valid way of making a statement against an oppressive regime that is non-violent', 0.944664478302002)]"
4440,arg_23_9,"burning the flag is free speech; thus, the right to burn the flag should be protected.",We should prohibit flag burning,-1,"['burning the flag is free speech; thus, the right to burn the flag should be protected.']","[('burning the flag is free speech; thus, the right to burn the flag should be protected.', 0.9490565657615662)]"
4441,arg_23_10,burning the flag is freedom of speech and it would be unconstitutional to ban it.,We should prohibit flag burning,-1,['burning the flag is freedom of speech and it would be unconstitutional to ban it.'],"[('burning the flag is freedom of speech and it would be unconstitutional to ban it.', 0.9261453151702881)]"
4442,arg_23_11,burning the flag is freedom of speech and should be allowed,We should prohibit flag burning,-1,['burning the flag is freedom of speech and should be allowed'],"[('burning the flag is freedom of speech and should be allowed', 0.9240297079086304)]"
4443,arg_23_12,"burning the flag is protected free speech, just like criticism of the government.",We should prohibit flag burning,-1,"['burning the flag is protected free speech, just like criticism of the government.']","[('burning the flag is protected free speech, just like criticism of the government.', 0.9268822073936462)]"
4444,arg_23_13,"burning the flag, despite being an offense to some people is also an act of freedom of expression and must be respected",We should prohibit flag burning,-1,"['burning the flag, despite being an offense to some people is also an act of freedom of expression and must be respected']","[('burning the flag, despite being an offense to some people is also an act of freedom of expression and must be respected', 0.8798244595527649)]"
4445,arg_23_14,burning your flag should be a right for people who want to do that,We should prohibit flag burning,-1,['burning your flag should be a right for people who want to do that'],"[('burning your flag should be a right for people who want to do that', 0.6950522065162659)]"
4446,arg_23_15,each individual may be able to freely express themselves against the system without hurting another individual. freedom of expression should not be prohibited in any way,We should prohibit flag burning,-1,"['each individual may be able to freely express themselves against the system without hurting another individual.', 'freedom of expression should not be prohibited in any way']","[('each individual may be able to freely express themselves against the system without hurting another individual.', 0.7649685144424438), ('freedom of expression should not be prohibited in any way', 0.8521172404289246)]"
4447,arg_23_16,each person has the right to express their opinion in the best way that seems,We should prohibit flag burning,-1,['each person has the right to express their opinion in the best way that seems'],"[('each person has the right to express their opinion in the best way that seems', 0.8693652153015137)]"
4448,arg_23_17,everyone should be free to do whatever they want,We should prohibit flag burning,-1,[],[]
4449,arg_23_18,"everyone should have the right to their own freedom of speech, even if it means sending that message via a flag burning.",We should prohibit flag burning,-1,[],[]
4450,arg_23_19,flag burning allows individuals to show their discontent with a country's policies in a peaceful way.,We should prohibit flag burning,-1,"[""flag burning allows individuals to show their discontent with a country's policies in a peaceful way.""]","[(""flag burning allows individuals to show their discontent with a country's policies in a peaceful way."", 0.9459474682807922)]"
